"epcc_name","epcc_code","icd_9","icd_9_additional","icd_10","icd_10_additional","sts_name","section_name","section_seq"
"Cardiac arrest,","11.00.21","427.5",,"I46.9",,"Arrhythmia","Diagnostic codes for rhythm and conduction disturbances",4
"Sinus bradycardia,","11.02.04","427.8",,"I49.8",,"Arrhythmia","Diagnostic codes for rhythm and conduction disturbances",5
"Vagal sinus bradycardia: bradycardia(s) of prematurity,","11.02.15","427.8",,"I49.8",,"Arrhythmia","Diagnostic codes for rhythm and conduction disturbances",6
"Sinus tachycardia,","11.02.07","427.8",,"I47.1",,"Arrhythmia","Diagnostic codes for rhythm and conduction disturbances",7
"Sudden Arrhythmic Death Syndrome (SADS),","11.00.11","798.1",,"I46.1",,"Arrhythmia","Diagnostic codes for rhythm and conduction disturbances",8
"Supraventricular rhythm disturbance,","11.01.01","427.0",,"I49.8",,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances",9
"Supraventricular tachycardia,","11.01.00","427.0",,"I47.1",,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances",10
"Focal atrial tachycardia: ectopic (automatic),","11.03.12","427.8",,"I47.1",,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances",11
"Multifocal atrial tachycardia (chaotic),","11.03.15","427.8",,"I47.1",,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances",12
"Premature atrial beats (complexes-contractions),","11.03.21","427.6",,"I49.1",,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances",13
"Macro-reentrant atrial tachycardia (including atrial flutter),","11.03.13","427.8",,"I47.1",,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances",14
"Cavotricuspid isthmus dependent reentry atrial tachycardia: atrial flutter,","11.03.66","427.8",,"I49.8",,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances",15
"Non-cavotricuspid isthmus dependent atrial tachycardia,","11.03.67","427.8",,"I49.8",,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances",16
"Atrial flutter,","11.03.07","427.3",,"I48",,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances",17
"Atrial fibrillation,","11.03.08","427.3",,"I48",,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances",18
"Paroxysmal atrial tachycardia,","11.03.05","427.0",,"I47.1",,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances",19
"Rhythm disturbance at level of AV junction,","11.04.00","427.8",,"I49.8",,"Arrhythmia, junctional","Diagnostic codes for rhythm and conduction disturbances",20
"Atrioventricular junctional (nodal) tachycardia,","11.04.07","427.0",,"I47.1",,"Arrhythmia, junctional","Diagnostic codes for rhythm and conduction disturbances",21
"Atrioventricular nodal reentry tachycardia (AVNRT),","11.04.11","427.0",,"I47.1",,"Arrhythmia, junctional","Diagnostic codes for rhythm and conduction disturbances",22
"Junctional ectopic tachycardia (His bundle),","11.04.42","427.0",,"I47.1",,"Arrhythmia, junctional","Diagnostic codes for rhythm and conduction disturbances",23
"AV reciprocating (reentry) tachycardia (accessory pathway mediated),","11.07.29","426.7",,"I45.6",,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances",24
"Manifest accessory pathway,","11.07.11","426.7",,"I45.6",,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances",25
"AV reciprocating (reentry) tachycardia: manifest preexcitation in sinus rhythm (Wolff Parkinson White),","11.07.01","426.7",,"I45.6",,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances",26
"Accessory pathway: retrograde conduction only (concealed: no preexcitation sinus rhythm),","11.07.06","426.7",,"I45.8",,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances",27
"AV reciprocating (reentry) tachycardia: orthodromic,","11.07.22","426.7",,"I45.6",,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances",28
"AV reentry (reciprocating) tachycardia: antidromic (typically wide QRS),","11.07.23","426.7",,"I45.6",,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances",29
"AV reentry (reciprocating) tachycardia: orthodromic & antidromic,","11.07.28","426.7",,"I45.6",,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances",30
"Permanent junctional reciprocating tachycardia (PJRT),","11.07.14","427.8",,"I47.1",,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances",31
"Multiple accessory pathways,","11.07.26","426.7",,"I45.6",,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances",32
"Ventricular rhythm disturbance,","11.05.00","427.8",,"I49.8",,"Arrhythmia, ventricular","Diagnostic codes for rhythm and conduction disturbances",33
"Ventricular tachycardia,","11.05.06","427.1",,"I47.2",,"Arrhythmia, ventricular","Diagnostic codes for rhythm and conduction disturbances",34
"Non-sustained ventricular tachycardia,","11.05.50","427.1",,"I47.2",,"Arrhythmia, ventricular","Diagnostic codes for rhythm and conduction disturbances",35
"Macro-reentrant ventricular tachycardia,","11.05.57","427.1",,"I47.2",,"Arrhythmia, ventricular","Diagnostic codes for rhythm and conduction disturbances",36
"Focal ventricular tachycardia,","11.05.56","427.1",,"I47.2",,"Arrhythmia, ventricular","Diagnostic codes for rhythm and conduction disturbances",37
"Ventricular flutter,","11.05.09","427.4",,"I49.0",,"Arrhythmia, ventricular","Diagnostic codes for rhythm and conduction disturbances",38
"Ventricular fibrillation,","11.05.10","427.4",,"I49.0",,"Arrhythmia, ventricular","Diagnostic codes for rhythm and conduction disturbances",39
"Premature ventricular beats (complexes-contractions),","11.05.21","427.6",,"I49.3",,"Arrhythmia, ventricular","Diagnostic codes for rhythm and conduction disturbances",40
"Conduction disturbance,","11.06.00","426.9",,"I45.9",,"Arrhythmia, Heart block","Diagnostic codes for rhythm and conduction disturbances",41
"Sinoatrial block,","11.06.01","426.6",,"I45.5",,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances",42
"Sinus node dysfunction (including sick sinus),","11.02.03","427.8",,"I49.5",,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances",43
"1st degree atrioventricular block,","11.06.02","426.1",,"I44.0",,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances",44
"2nd degree atrioventricular block,","11.06.03","426.1",,"I44.1",,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances",45
"Complete atrioventricular block (3rd degree),","11.06.07","426.0",,"I44.2",,"Arrhythmia, Heart block","Diagnostic codes for rhythm and conduction disturbances",46
"Congenital complete heart block,","11.06.16","746.8",,"Q24.6",,"Arrhythmia, Heart block, Congenital","Diagnostic codes for rhythm and conduction disturbances",47
"Acquired complete atrioventricular block,","11.06.10","426.0",,"I44.2",,"Arrhythmia, Heart block, Acquired","Diagnostic codes for rhythm and conduction disturbances",48
"Complete right bundle branch block,","11.06.23","426.4",,"I45.1",,"Arrhythmia","Diagnostic codes for rhythm and conduction disturbances",49
"Complete left bundle branch block,","11.06.24","426.3",,"I44.7",,"Arrhythmia","Diagnostic codes for rhythm and conduction disturbances",50
"Morphological abnormality of conduction system,","11.23.00","746.8",,"Q24.8",,"Arrhythmia","Diagnostic codes for rhythm and conduction disturbances",51
"Ion channelopathy,","11.12.00","427.1",,"I47.2",,"Arrhythmia","Diagnostic codes for rhythm and conduction disturbances",52
"Prolonged QT interval,","11.12.01","426.9",,"I45.8",,"Arrhythmia","Diagnostic codes for rhythm and conduction disturbances",53
"Long QT syndrome,","11.12.29","426.9",,"I45.8",,"Arrhythmia","Diagnostic codes for rhythm and conduction disturbances",54
"Catecholaminergic polymorphic ventricular tachycardia,","11.05.17","427.1",,"I47.2",,"Arrhythmia","Diagnostic codes for rhythm and conduction disturbances",55
"Brugada syndrome (ventricular tachycardia with anterior raised ST),","11.05.44","427.1",,"I47.2",,"Arrhythmia","Diagnostic codes for rhythm and conduction disturbances",56
"Complication following arrhythmia related procedure,","15.51.00","998.9",,"T81.8",,"Miscellaneous, Other","Diagnostic codes for rhythm and conduction disturbances",57
"Pacemaker dysfunction-complication,,","11.11.01","996.0",,"T82.1",,"Arrhythmia, Pacemaker, Indication for replacement","Diagnostic codes for rhythm and conduction disturbances",58
"Pacemaker battery exhaustion: end of life (EOL),","11.11.03","996.0",,"T82.1",,"Arrhythmia, Pacemaker, Indication for replacement","Diagnostic codes for rhythm and conduction disturbances",59
"Pacemaker-Implantable cardioverter & defibrillator (ICD) loss of capture,","11.11.17","996.0",,"T82.1",,"Arrhythmia, Pacemaker, Indication for replacement","Diagnostic codes for rhythm and conduction disturbances",60
"Pacemaker dysfunction-complication necessitating replacement,","11.11.00","996.0",,"T82.1",,"Arrhythmia, Pacemaker, Indication for replacement","Diagnostic codes for rhythm and conduction disturbances",61
"Pacemaker (atrioventricular dyssynchrony) syndrome,","11.11.21","996.0",,"T82.1",,"Arrhythmia, Pacemaker, Indication for replacement","Diagnostic codes for rhythm and conduction disturbances",62
"Pacemaker lead dysfunction-complication,","11.11.40","996.0",,"T82.1",,"Miscellaneous, Other","Diagnostic codes for rhythm and conduction disturbances",63
"Pacemaker generator site local complication,","11.11.59","996.0",,"T82.9",,"Miscellaneous, Other","Diagnostic codes for rhythm and conduction disturbances",64
"Insertable electrocardiographic (ECG) loop recorder complication,","11.11.80","996.0",,"T82.9",,"Miscellaneous, Other","Diagnostic codes for rhythm and conduction disturbances",65
"Implantable cardioverter & defibrillator (ICD) dysfunction-complication,","11.11.60","996.0",,"T82.1",,"Miscellaneous, Other","Diagnostic codes for rhythm and conduction disturbances",66
"Diagnostic codes for lung and thoracic disease",,,,,,,"Diagnostic codes for lung and thoracic disease",1
"Tracheobronchial malacia,","14.03.49","519.1",,"J98.0",,"Tracheal disease, Other","Diagnostic codes for lung and thoracic disease",2
"Tracheal stenosis,","16.10.01","519.1",,"J39.8",,"Tracheal stenosis","Diagnostic codes for lung and thoracic disease",3
"Tracheal disease,","16.10.09","519.1",,"J39.8",,"Tracheal disease, Other","Diagnostic codes for lung and thoracic disease",4
"Lung disease,","16.03.05","518.8",,"J98.4",,"Lung disease, Benign","Diagnostic codes for lung and thoracic disease",5
"Lung disease: benign,","16.03.01","510.9",,"D14.3",,"Lung disease, Benign","Diagnostic codes for lung and thoracic disease",6
"Lung disease: malignant,","16.03.21","212.3",,"C34.9",,"Lung disease, Malignant","Diagnostic codes for lung and thoracic disease",7
"Airway disease,","16.09.00","519.8",,"J98.8",,"Airway disease,","Diagnostic codes for lung and thoracic disease",8
"Asthma,","16.03.10","493.9",,"J45.9",,"Lung disease, Benign","Diagnostic codes for lung and thoracic disease",9
"Lower respiratory tract infection,","16.03.02","162.9",,"J98.8",,"Pneumonia","Diagnostic codes for lung and thoracic disease",10
"Traumatic injury of tracheobronchial tree or lungs,","10.90.24","519.1",,"J98.0",,"Tracheal disease, Other","Diagnostic codes for lung and thoracic disease",11
"Acquired bronchial disease,","16.08.00","519.1",,"J98.0",,"Thoracic and-or mediastinal, Other","Diagnostic codes for lung and thoracic disease",12
"Bronchial fistula,","16.02.00","510.0",,"J86.0",,"Thoracic and-or mediastinal, Other","Diagnostic codes for lung and thoracic disease",13
"Respiratory failure,","16.30.01","518.9",,"J96.9",,"Thoracic and-or mediastinal, Other","Diagnostic codes for lung and thoracic disease",14
"Pneumothorax,","16.01.01","518.8",,"J93.9",,"Pneumothorax","Diagnostic codes for lung and thoracic disease",15
"Pleural effusion,","16.01.04","512",,"J90",,"Pleural effusion","Diagnostic codes for lung and thoracic disease",16
"Chylothorax,","16.01.07","511.9",,"J94.0",,"Chylothorax","Diagnostic codes for lung and thoracic disease",17
"Empyema,","16.01.11","457.8",,"J86",,"Empyema","Diagnostic codes for lung and thoracic disease",18
"Pleural disease: benign,","16.01.21","212.4",,"D15.7",,"Pleural disease, Benign","Diagnostic codes for lung and thoracic disease",19
"Pleural disease: malignant,","16.01.22","163.9",,"C38.4",,"Pleural disease, Malignant","Diagnostic codes for lung and thoracic disease",20
"Oesophageal disorder,","16.20.10","530",,"K22.9",,"Thoracic and-or mediastinal, Other","Diagnostic codes for lung and thoracic disease",21
"Oesophageal disease: benign,","16.20.01","211.0",,"D13.0",,"Esophageal disease, Benign","Diagnostic codes for lung and thoracic disease",22
"Oesophageal disease: malignant,","16.20.02","150.9",,"C15.9",,"Esophageal disease, Malignant","Diagnostic codes for lung and thoracic disease",23
"Mediastinal disease,","16.05.13","519.3",,"J98.5",,"Mediastinal disease","Diagnostic codes for lung and thoracic disease",24
"Mediastinal disease: benign,","16.05.11","212.5",,"D15.2",,"Mediastinal disease, Benign","Diagnostic codes for lung and thoracic disease",25
"Mediastinal disease: malignant,","16.05.12","164.9",,"C38.3",,"Mediastinal disease, Malignant","Diagnostic codes for lung and thoracic disease",26
"Diaphragm disease,","16.15.09","519.4",,"J98.6",,"Diaphragm disease, Other","Diagnostic codes for lung and thoracic disease",27
"Diaphragm disorder: acquired,","16.13.00","553.3",,"J98.6",,"Diaphragm disease, Other","Diagnostic codes for lung and thoracic disease",28
"Diaphragm paralysis,","16.13.20","519.4",,"J98.6",,"Diaphragm paralysis","Diagnostic codes for lung and thoracic disease",29
"Musculoskeletal chest pain,","10.18.52","729.9",,"M62.8",,"Miscellaneous, Other","Diagnostic codes for lung and thoracic disease",30
"Diagnostic codes for symptoms and signs",,,,,,,"Diagnostic codes for symptoms and signs",1
"Symptom-sign of heart disease,","10.17.00","785.9",,"R09.8",,"Miscellaneous, Other","Diagnostic codes for symptoms and signs",2
"Syncope,","10.40.01","780.2",,"R55",,"Miscellaneous, Other","Diagnostic codes for symptoms and signs",3
"Cyanosis,","10.17.03","782.5",,"R23.0",,"Miscellaneous, Other","Diagnostic codes for symptoms and signs",4
"Heart failure,","10.17.05","428.9",,"I50.9",,"Cardiac, Other","Diagnostic codes for symptoms and signs",5
