"icd10_code","icd10_name","icd10am_code","icd10am_name","file_seq","icd10_seq","icd10_max"
"H65.9","Nonsuppurative otitis media, unspecified","H65.9","Nonsuppurative otitis media, unspecified",3570,1,1
"H66.0","Acute suppurative otitis media","H66.0","Acute suppurative otitis media",3571,1,1
"H66.1","Chronic tubotympanic suppurative otitis media","H66.1","Chronic tubotympanic suppurative otitis media",3572,1,1
"H66.2","Chronic atticoantral suppurative otitis media","H66.2","Chronic atticoantral suppurative otitis media",3573,1,1
"H66.3","Other chronic suppurative otitis media","H66.3","Other chronic suppurative otitis media",3574,1,1
"H66.4","Suppurative otitis media, unspecified","H66.4","Suppurative otitis media, unspecified",3575,1,1
"H66.9","Otitis media, unspecified","H66.9","Otitis media, unspecified",3576,1,1
"H67.0","Otitis media in bacterial diseases classified elsewhere","H67.0","Otitis media in bacterial diseases classified elsewhere",3577,1,1
"H67.1","Otitis media in viral diseases classified elsewhere","H67.1","Otitis media in viral diseases classified elsewhere",3578,1,1
"H67.8","Otitis media in other diseases classified elsewhere","H67.8","Otitis media in other diseases classified elsewhere",3579,1,1
"H68.0","Eustachian salpingitis","H68.0","Eustachian salpingitis",3580,1,1
"H68.1","Obstruction of Eustachian tube","H68.1","Obstruction of Eustachian tube",3581,1,1
"H69.0","Patulous Eustachian tube","H69.0","Patulous Eustachian tube",3582,1,1
"H69.8","Other specified disorders of Eustachian tube","H69.8","Other specified disorders of Eustachian tube",3583,1,1
"H69.9","Eustachian tube disorder, unspecified","H69.9","Eustachian tube disorder, unspecified",3584,1,1
"H70.0","Acute mastoiditis","H70.0","Acute mastoiditis",3585,1,1
"H70.1","Chronic mastoiditis","H70.1","Chronic mastoiditis",3586,1,1
"H70.2","Petrositis","H70.2","Petrositis",3587,1,1
"H70.8","Other mastoiditis and related conditions","H70.8","Other mastoiditis and related conditions",3588,1,1
"H70.9","Mastoiditis, unspecified","H70.9","Mastoiditis, unspecified",3589,1,1
"H71","Cholesteatoma of middle ear","H71","Cholesteatoma of middle ear",3590,1,1
"H72.0","Central perforation of tympanic membrane","H72.0","Central perforation of tympanic membrane",3591,1,1
"H72.1","Attic perforation of tympanic membrane","H72.1","Attic perforation of tympanic membrane",3592,1,1
"H72.2","Other marginal perforations of tympanic membrane","H72.2","Other marginal perforations of tympanic membrane",3593,1,1
"H72.8","Other perforations of tympanic membrane","H72.8","Other perforations of tympanic membrane",3594,1,1
"H72.9","Perforation of tympanic membrane, unspecified","H72.9","Perforation of tympanic membrane, unspecified",3595,1,1
"H73.0","Acute myringitis","H73.0","Acute myringitis",3596,1,1
"H73.1","Chronic myringitis","H73.1","Chronic myringitis",3597,1,1
"H73.8","Other specified disorders of tympanic membrane","H73.8","Other specified disorders of tympanic membrane",3598,1,1
"H73.9","Disorder of tympanic membrane, unspecified","H73.9","Disorder of tympanic membrane, unspecified",3599,1,1
"H74.0","Tympanosclerosis","H74.0","Tympanosclerosis",3600,1,1
"H74.1","Adhesive middle ear disease","H74.1","Adhesive middle ear disease",3601,1,1
"H74.2","Discontinuity and dislocation of ear ossicles","H74.2","Discontinuity and dislocation of ear ossicles",3602,1,1
"H74.3","Other acquired abnormalities of ear ossicles","H74.3","Other acquired abnormalities of ear ossicles",3603,1,1
"H74.4","Polyp of middle ear","H74.4","Polyp of middle ear",3604,1,1
"H74.8","Other specified disorders of middle ear and mastoid","H74.8","Other specified disorders of middle ear and mastoid",3605,1,1
"H74.9","Disorder of middle ear and mastoid, unspecified","H74.9","Disorder of middle ear and mastoid, unspecified",3606,1,1
"H75.0","Mastoiditis in infectious and parasitic diseases classified elsewhere","H75.0","Mastoiditis in infectious and parasitic diseases classified elsewhere",3607,1,1
"H75.8","Other specified disorders of middle ear and mastoid in diseases classified elsewhere","H75.8","Other specified disorders of middle ear and mastoid in diseases classified elsewhere",3608,1,1
"H80.0","Otosclerosis involving oval window, nonobliterative","H80.0","Otosclerosis involving oval window, nonobliterative",3609,1,1
"H80.1","Otosclerosis involving oval window, obliterative","H80.1","Otosclerosis involving oval window, obliterative",3610,1,1
"H80.2","Cochlear otosclerosis","H80.2","Cochlear otosclerosis",3611,1,1
"H80.8","Other otosclerosis","H80.8","Other otosclerosis",3612,1,1
"H80.9","Otosclerosis, unspecified","H80.9","Otosclerosis, unspecified",3613,1,1
"H81.0","Ménière disease","H81.0","Meniere's disease",3614,1,1
"H81.1","Benign paroxysmal vertigo","H81.1","Benign paroxysmal vertigo",3615,1,1
"H81.2","Vestibular neuronitis","H81.2","Vestibular neuronitis",3616,1,1
"H81.3","Other peripheral vertigo","H81.3","Other peripheral vertigo",3617,1,1
"H81.4","Vertigo of central origin","H81.4","Vertigo of central origin",3618,1,1
"H81.8","Other disorders of vestibular function","H81.8","Other disorders of vestibular function",3619,1,1
"H81.9","Disorder of vestibular function, unspecified","H81.9","Disorder of vestibular function, unspecified",3620,1,1
"H82","Vertiginous syndromes in diseases classified elsewhere","A81.9","Atypical virus infection of central nervous system, unspecified",3621,1,1
"H83.0","Labyrinthitis","H83.0","Labyrinthitis",3622,1,1
"H83.1","Labyrinthine fistula","H83.1","Labyrinthine fistula",3623,1,1
"H83.2","Labyrinthine dysfunction","H83.2","Labyrinthine dysfunction",3624,1,1
"H83.3","Noise effects on inner ear","H83.3","Noise effects on inner ear",3625,1,1
"H83.8","Other specified diseases of inner ear","H83.8","Other specified diseases of inner ear",3626,1,1
"H83.9","Disease of inner ear, unspecified","H83.9","Disease of inner ear, unspecified",3627,1,1
"H90.0","Conductive hearing loss, bilateral","H90.0","Conductive hearing loss, bilateral",3628,1,1
"H90.1","Conductive hearing loss, unilateral with unrestricted hearing on the contralateral side","H90.1","Conductive hearing loss, unilateral with unrestricted hearing on the contralateral side",3629,1,1
"H90.2","Conductive hearing loss, unspecified","H90.2","Conductive hearing loss, unspecified",3630,1,1
"H90.3","Sensorineural hearing loss, bilateral","H90.3","Sensorineural hearing loss, bilateral",3631,1,1
"H90.4","Sensorineural hearing loss, unilateral with unrestricted hearing on the contralateral side","H90.4","Sensorineural hearing loss, unilateral with unrestricted hearing on the contralateral side",3632,1,1
"H90.5","Sensorineural hearing loss, unspecified","H90.5","Sensorineural hearing loss, unspecified",3633,1,1
"H90.6","Mixed conductive and sensorineural hearing loss, bilateral","H90.6","Mixed conductive and sensorineural hearing loss, bilateral",3634,1,1
"H90.7","Mixed conductive and sensorineural hearing loss, unilateral with unrestricted hearing on the contralateral side","H90.7","Mixed conductive and sensorineural hearing loss, unilateral with unrestricted hearing on the contralateral side",3635,1,1
"H90.8","Mixed conductive and sensorineural hearing loss, unspecified","H90.8","Mixed conductive and sensorineural hearing loss, unspecified",3636,1,1
"H91.0","Ototoxic hearing loss","H91.0","Ototoxic hearing loss",3637,1,1
"H91.1","Presbycusis","H91.1","Presbycusis",3638,1,1
"H91.2","Sudden idiopathic hearing loss","H91.2","Sudden idiopathic hearing loss",3639,1,1
"H91.3","Deaf mutism, not elsewhere classified","H91.3","Deaf mutism, not elsewhere classified",3640,1,1
"H91.8","Other specified hearing loss","H91.8","Other specified hearing loss",3641,1,1
"H91.9","Hearing loss, unspecified","H91.9","Hearing loss, unspecified",3642,1,1
"H92.0","Otalgia","H92.0","Otalgia",3643,1,1
"H92.1","Otorrhoea","H92.1","Otorrhoea",3644,1,1
"H92.2","Otorrhagia","H92.2","Otorrhagia",3645,1,1
"H93.0","Degenerative and vascular disorders of ear","H93.0","Degenerative and vascular disorders of ear",3646,1,1
"H93.1","Tinnitus","H93.1","Tinnitus",3647,1,1
"H93.2","Other abnormal auditory perceptions","H93.2","Other abnormal auditory perceptions",3648,1,1
"H93.3","Disorders of acoustic nerve","H93.3","Disorders of acoustic nerve",3649,1,1
"H93.8","Other specified disorders of ear","H93.8","Other specified disorders of ear",3650,1,1
"H93.9","Disorder of ear, unspecified","H93.9","Disorder of ear, unspecified",3651,1,1
"H94.0","Acoustic neuritis in infectious and parasitic diseases classified elsewhere","H94.0","Acoustic neuritis in infectious and parasitic diseases classified elsewhere",3652,1,1
"H94.8","Other specified disorders of ear in diseases classified elsewhere","H94.8","Other specified disorders of ear in diseases classified elsewhere",3653,1,1
"H95.0","Recurrent cholesteatoma of postmastoidectomy cavity","H95.0","Recurrent cholesteatoma of postmastoidectomy cavity",3654,1,1
"H95.1","Other disorders following mastoidectomy","H95.19","Other disorders following mastoidectomy",3655,1,4
"H95.1","Other disorders following mastoidectomy","H95.11","Chronic inflammation of postmastoidectomy cavity",3656,2,4
"H95.1","Other disorders following mastoidectomy","H95.12","Granulation of postmastoidectomy cavity",3657,3,4
"H95.1","Other disorders following mastoidectomy","H95.13","Mucosal cyst of postmastoidectomy cavity",3658,4,4
"H95.8","Other postprocedural disorders of ear and mastoid process","H95.8","Other intraoperative and postprocedural disorders of ear and mastoid process",3659,1,1
"H95.9","Postprocedural disorder of ear and mastoid process, unspecified","H95.9","Intraoperative and postprocedural disorder of ear and mastoid process, unspecified",3660,1,1
"I00","Rheumatic fever without mention of heart involvement","I00","Rheumatic fever without mention of heart involvement",3661,1,1
"I01.0","Acute rheumatic pericarditis","I01.0","Acute rheumatic pericarditis",3662,1,1
"I01.1","Acute rheumatic endocarditis","I01.1","Acute rheumatic endocarditis",3663,1,1
"I01.2","Acute rheumatic myocarditis","I01.2","Acute rheumatic myocarditis",3664,1,1
"I01.8","Other acute rheumatic heart disease","I01.8","Other acute rheumatic heart disease",3665,1,1
"I01.9","Acute rheumatic heart disease, unspecified","I01.9","Acute rheumatic heart disease, unspecified",3666,1,1
"I02.0","Rheumatic chorea with heart involvement","I02.0","Rheumatic chorea with heart involvement",3667,1,1
"I02.9","Rheumatic chorea without heart involvement","I02.9","Rheumatic chorea without heart involvement",3668,1,1
"I05.0","Mitral stenosis","I05.0","Mitral stenosis",3669,1,1
"I05.1","Rheumatic mitral insufficiency","I05.1","Rheumatic mitral insufficiency",3670,1,1
"I05.2","Mitral stenosis with insufficiency","I05.2","Mitral stenosis with insufficiency",3671,1,1
"I05.8","Other mitral valve diseases","I05.8","Other mitral valve diseases",3672,1,1
"I05.9","Mitral valve disease, unspecified","I05.9","Mitral valve disease, unspecified",3673,1,1
"I06.0","Rheumatic aortic stenosis","I06.0","Rheumatic aortic stenosis",3674,1,1
"I06.1","Rheumatic aortic insufficiency","I06.1","Rheumatic aortic insufficiency",3675,1,1
"I06.2","Rheumatic aortic stenosis with insufficiency","I06.2","Rheumatic aortic stenosis with insufficiency",3676,1,1
"I06.8","Other rheumatic aortic valve diseases","I06.8","Other rheumatic aortic valve diseases",3677,1,1
"I06.9","Rheumatic aortic valve disease, unspecified","I06.9","Rheumatic aortic valve disease, unspecified",3678,1,1
"I07.0","Tricuspid stenosis","I07.0","Tricuspid stenosis",3679,1,1
"I07.1","Tricuspid insufficiency","I07.1","Tricuspid insufficiency",3680,1,1
"I07.2","Tricuspid stenosis with insufficiency","I07.2","Tricuspid stenosis with insufficiency",3681,1,1
"I07.8","Other tricuspid valve diseases","I07.8","Other tricuspid valve diseases",3682,1,1
"I07.9","Tricuspid valve disease, unspecified","I07.9","Tricuspid valve disease, unspecified",3683,1,1
"I08.0","Disorders of both mitral and aortic valves","I08.0","Disorders of both mitral and aortic valves",3684,1,1
"I08.1","Disorders of both mitral and tricuspid valves","I08.1","Disorders of both mitral and tricuspid valves",3685,1,1
"I08.2","Disorders of both aortic and tricuspid valves","I08.2","Disorders of both aortic and tricuspid valves",3686,1,1
"I08.3","Combined disorders of mitral, aortic and tricuspid valves","I08.3","Combined disorders of mitral, aortic and tricuspid valves",3687,1,1
"I08.8","Other multiple valve diseases","I08.8","Other multiple valve diseases",3688,1,1
"I08.9","Multiple valve disease, unspecified","I08.9","Multiple valve disease, unspecified",3689,1,1
"I09.0","Rheumatic myocarditis","I09.0","Rheumatic myocarditis",3690,1,1
"I09.1","Rheumatic diseases of endocardium, valve unspecified","I09.1","Rheumatic diseases of endocardium, valve unspecified",3691,1,1
"I09.2","Chronic rheumatic pericarditis","I09.2","Chronic rheumatic pericarditis",3692,1,1
"I09.8","Other specified rheumatic heart diseases","I09.8","Other specified rheumatic heart diseases",3693,1,1
"I09.9","Rheumatic heart disease, unspecified","I09.9","Rheumatic heart disease, unspecified",3694,1,1
"I10","Essential (primary) hypertension","I10","Essential (primary) hypertension",3695,1,1
"I11.0","Hypertensive heart disease with (congestive) heart failure","I11.0","Hypertensive heart disease with (congestive) heart failure",3696,1,1
"I11.9","Hypertensive heart disease without (congestive) heart failure","I11.9","Hypertensive heart disease without (congestive) heart failure",3697,1,1
"I12.0","Hypertensive renal disease with renal failure","I12.0","Hypertensive kidney disease with kidney failure",3698,1,1
"I12.9","Hypertensive renal disease without renal failure","I12.9","Hypertensive kidney disease without kidney failure",3699,1,1
"I13.0","Hypertensive heart and renal disease with (congestive) heart failure","I13.0","Hypertensive heart and kidney disease with (congestive) heart failure",3700,1,1
"I13.1","Hypertensive heart and renal disease with renal failure","I13.1","Hypertensive heart and kidney disease with kidney failure",3701,1,1
"I13.2","Hypertensive heart and renal disease with both (congestive) heart failure and renal failure","I13.2","Hypertensive heart and kidney disease with both (congestive) heart failure and kidney failure",3702,1,1
"I13.9","Hypertensive heart and renal disease, unspecified","I13.9","Hypertensive heart and kidney disease, unspecified",3703,1,1
"I15.0","Renovascular hypertension","I15.0","Renovascular hypertension",3704,1,1
"I15.1","Hypertension secondary to other renal disorders","I15.1","Hypertension secondary to other kidney disorders",3705,1,1
"I15.2","Hypertension secondary to endocrine disorders","I15.2","Hypertension secondary to endocrine disorders",3706,1,1
"I15.8","Other secondary hypertension","I15.8","Other secondary hypertension",3707,1,1
"I15.9","Secondary hypertension, unspecified","I15.9","Secondary hypertension, unspecified",3708,1,1
"I20.0","Unstable angina","I20.0","Unstable angina",3709,1,1
"I20.1","Angina pectoris with documented spasm","I20.1","Angina pectoris with documented spasm",3710,1,1
