"","icd10am_code","icd10am_name","epcc_code","epcc_name","chapter_groups","block","block_desc","chapter_range","chapter_desc","epcc_code_source","in_drt"
"1889","E11.02","Type 2 diabetes mellitus with hyperosmolarity with coma",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1890","E11.11","Type 2 diabetes mellitus with ketoacidosis, without coma",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1891","E11.12","Type 2 diabetes mellitus with ketoacidosis, with coma",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1892","E11.13","Type 2 diabetes mellitus with lactic acidosis, without coma",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1893","E11.14","Type 2 diabetes mellitus with lactic acidosis, with coma",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1894","E11.15","Type 2 diabetes mellitus with ketoacidosis, with lactic acidosis, without coma",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1895","E11.16","Type 2 diabetes mellitus with ketoacidosis, with lactic acidosis, with coma",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1896","E11.21","Type 2 diabetes mellitus with incipient diabetic nephropathy",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1897","E11.22","Type 2 diabetes mellitus with established diabetic nephropathy",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1898","E11.29","Type 2 diabetes mellitus with other specified kidney complication",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1899","E11.31","Type 2 diabetes mellitus with background retinopathy",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1900","E11.32","Type 2 diabetes mellitus with preproliferative retinopathy",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1901","E11.33","Type 2 diabetes mellitus with proliferative retinopathy",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1902","E11.34","Type 2 diabetes mellitus with other retinopathy",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1903","E11.35","Type 2 diabetes mellitus with advanced ophthalmic disease",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1904","E11.36","Type 2 diabetes mellitus with diabetic cataract",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1905","E11.39","Type 2 diabetes mellitus with other specified ophthalmic complication",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1906","E11.40","Type 2 diabetes mellitus with unspecified neuropathy",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1907","E11.41","Type 2 diabetes mellitus with diabetic mononeuropathy",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1908","E11.42","Type 2 diabetes mellitus with diabetic polyneuropathy",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1909","E11.43","Type 2 diabetes mellitus with diabetic autonomic neuropathy",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1910","E11.49","Type 2 diabetes mellitus with other specified neurological complication",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1911","E11.51","Type 2 diabetes mellitus with peripheral angiopathy, without gangrene",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1912","E11.52","Type 2 diabetes mellitus with peripheral angiopathy, with gangrene",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1913","E11.53","Type 2 diabetes mellitus with diabetic cardiomyopathy",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1914","E11.61","Type 2 diabetes mellitus with specified diabetic musculoskeletal and connective tissue complication",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1915","E11.62","Type 2 diabetes mellitus with specified skin and subcutaneous tissue complication",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1916","E11.63","Type 2 diabetes mellitus with specified periodontal complication",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1917","E11.64","Type 2 diabetes mellitus with hypoglycaemia",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1918","E11.65","Type 2 diabetes mellitus with poor control",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1919","E11.69","Type 2 diabetes mellitus with other specified complication",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1920","E11.71","Type 2 diabetes mellitus with multiple microvascular and other specified nonvascular complications",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1921","E11.72","Type 2 diabetes mellitus with features of insulin resistance",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1922","E11.73","Type 2 diabetes mellitus with foot ulcer due to multiple causes",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1923","E11.8","Type 2 diabetes mellitus with unspecified complication",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1924","E11.9","Type 2 diabetes mellitus without complication",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1925","E13.01","Other specified diabetes mellitus with hyperosmolarity, without nonketotic hyperglycaemic-hyperosmolar coma [NKHHC]",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1926","E13.02","Other specified diabetes mellitus with hyperosmolarity, with coma",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1927","E13.11","Other specified diabetes mellitus with ketoacidosis, without coma",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1928","E13.12","Other specified diabetes mellitus with ketoacidosis, with coma",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1929","E13.13","Other specified diabetes mellitus with lactic acidosis, without coma",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1930","E13.14","Other specified diabetes mellitus with lactic acidosis, with coma",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1931","E13.15","Other specified diabetes mellitus with ketoacidosis, with lactic acidosis, without coma",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1932","E13.16","Other specified diabetes mellitus with ketoacidosis, with lactic acidosis, with coma",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1933","E13.21","Other specified diabetes mellitus with incipient diabetic nephropathy",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1934","E13.22","Other specified diabetes mellitus with established diabetic nephropathy",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1935","E13.29","Other specified diabetes mellitus with other specified kidney complication",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1936","E13.31","Other specified diabetes mellitus with background retinopathy",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1937","E13.32","Other specified diabetes mellitus with preproliferative retinopathy",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1938","E13.33","Other specified diabetes mellitus with proliferative retinopathy",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1939","E13.34","Other specified diabetes mellitus with other retinopathy",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1940","E13.35","Other specified diabetes mellitus with advanced ophthalmic disease",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1941","E13.36","Other specified diabetes mellitus with diabetic cataract",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1942","E13.39","Other specified diabetes mellitus with other specified ophthalmic complication",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1943","E13.40","Other specified diabetes mellitus with unspecified neuropathy",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1944","E13.41","Other specified diabetes mellitus with diabetic mononeuropathy",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1945","E13.42","Other specified diabetes mellitus with diabetic polyneuropathy",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1946","E13.43","Other specified diabetes mellitus with diabetic autonomic neuropathy",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1947","E13.49","Other specified diabetes mellitus with other specified neurological complication",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1948","E13.51","Other specified diabetes mellitus with peripheral angiopathy, without gangrene",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1949","E13.52","Other specified diabetes mellitus with peripheral angiopathy, with gangrene",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
"1950","E13.53","Other specified diabetes mellitus with diabetic cardiomyopathy",,,"other","E09-E14","Intermediate hyperglycaemia and diabetes mellitus","E00-E89","Endocrine, nutritional and metabolic diseases (E00-E89)",,FALSE
