"icd10am_code","icd10am_name","epcc_code","epcc_name","epcc_code_source","chapter_groups","epcc_code_multiple","epcc_code_all","epcc_code_first","epcc_code_ks1","epcc_code_ks2","block","block_desc","chapter_range","chapter_desc"
"K10.8","Other specified diseases of jaws",,,,"other",,,,,,"K00-K14","Diseases of oral cavity, salivary glands and jaws","K00-K93","Diseases of the digestive system (K00-K93)"
"K10.9","Disease of jaws, unspecified",,,,"other",,,,,,"K00-K14","Diseases of oral cavity, salivary glands and jaws","K00-K93","Diseases of the digestive system (K00-K93)"
"K11.0","Atrophy of salivary gland",,,,"other",,,,,,"K00-K14","Diseases of oral cavity, salivary glands and jaws","K00-K93","Diseases of the digestive system (K00-K93)"
"K11.1","Hypertrophy of salivary gland",,,,"other",,,,,,"K00-K14","Diseases of oral cavity, salivary glands and jaws","K00-K93","Diseases of the digestive system (K00-K93)"
"K11.2","Sialoadenitis",,,,"other",,,,,,"K00-K14","Diseases of oral cavity, salivary glands and jaws","K00-K93","Diseases of the digestive system (K00-K93)"
"K11.3","Abscess of salivary gland",,,,"other",,,,,,"K00-K14","Diseases of oral cavity, salivary glands and jaws","K00-K93","Diseases of the digestive system (K00-K93)"
"K11.4","Fistula of salivary gland",,,,"other",,,,,,"K00-K14","Diseases of oral cavity, salivary glands and jaws","K00-K93","Diseases of the digestive system (K00-K93)"
"K11.5","Sialolithiasis",,,,"other",,,,,,"K00-K14","Diseases of oral cavity, salivary glands and jaws","K00-K93","Diseases of the digestive system (K00-K93)"
"K11.6","Mucocele of salivary gland",,,,"other",,,,,,"K00-K14","Diseases of oral cavity, salivary glands and jaws","K00-K93","Diseases of the digestive system (K00-K93)"
"K11.7","Disturbances of salivary secretion",,,,"other",,,,,,"K00-K14","Diseases of oral cavity, salivary glands and jaws","K00-K93","Diseases of the digestive system (K00-K93)"
"K11.8","Other diseases of salivary glands",,,,"other",,,,,,"K00-K14","Diseases of oral cavity, salivary glands and jaws","K00-K93","Diseases of the digestive system (K00-K93)"
"K11.9","Disease of salivary gland, unspecified",,,,"other",,,,,,"K00-K14","Diseases of oral cavity, salivary glands and jaws","K00-K93","Diseases of the digestive system (K00-K93)"
"K12.0","Recurrent oral aphthae",,,,"other",,,,,,"K00-K14","Diseases of oral cavity, salivary glands and jaws","K00-K93","Diseases of the digestive system (K00-K93)"
"K12.1","Other forms of stomatitis",,,,"other",,,,,,"K00-K14","Diseases of oral cavity, salivary glands and jaws","K00-K93","Diseases of the digestive system (K00-K93)"
"K12.2","Cellulitis and abscess of mouth",,,,"other",,,,,,"K00-K14","Diseases of oral cavity, salivary glands and jaws","K00-K93","Diseases of the digestive system (K00-K93)"
"K12.3","Oral mucositis (ulcerative)",,,,"other",,,,,,"K00-K14","Diseases of oral cavity, salivary glands and jaws","K00-K93","Diseases of the digestive system (K00-K93)"
"K13.0","Diseases of lips",,,,"other",,,,,,"K00-K14","Diseases of oral cavity, salivary glands and jaws","K00-K93","Diseases of the digestive system (K00-K93)"
"K13.1","Cheek and lip biting",,,,"other",,,,,,"K00-K14","Diseases of oral cavity, salivary glands and jaws","K00-K93","Diseases of the digestive system (K00-K93)"
"K13.2","Leukoplakia and other disturbances of oral epithelium, including tongue",,,,"other",,,,,,"K00-K14","Diseases of oral cavity, salivary glands and jaws","K00-K93","Diseases of the digestive system (K00-K93)"
"K13.3","Hairy leukoplakia",,,,"other",,,,,,"K00-K14","Diseases of oral cavity, salivary glands and jaws","K00-K93","Diseases of the digestive system (K00-K93)"
"K13.4","Granuloma and granuloma-like lesions of oral mucosa",,,,"other",,,,,,"K00-K14","Diseases of oral cavity, salivary glands and jaws","K00-K93","Diseases of the digestive system (K00-K93)"
"K13.5","Oral submucous fibrosis",,,,"other",,,,,,"K00-K14","Diseases of oral cavity, salivary glands and jaws","K00-K93","Diseases of the digestive system (K00-K93)"
"K13.6","Irritative hyperplasia of oral mucosa",,,,"other",,,,,,"K00-K14","Diseases of oral cavity, salivary glands and jaws","K00-K93","Diseases of the digestive system (K00-K93)"
"K13.7","Other and unspecified lesions of oral mucosa",,,,"other",,,,,,"K00-K14","Diseases of oral cavity, salivary glands and jaws","K00-K93","Diseases of the digestive system (K00-K93)"
"K13.8","Other and unspecified diseases of oral mucosa",,,,"other",,,,,,"K00-K14","Diseases of oral cavity, salivary glands and jaws","K00-K93","Diseases of the digestive system (K00-K93)"
"K14.0","Glossitis",,,,"other",,,,,,"K00-K14","Diseases of oral cavity, salivary glands and jaws","K00-K93","Diseases of the digestive system (K00-K93)"
"K14.1","Geographic tongue",,,,"other",,,,,,"K00-K14","Diseases of oral cavity, salivary glands and jaws","K00-K93","Diseases of the digestive system (K00-K93)"
"K14.2","Median rhomboid glossitis",,,,"other",,,,,,"K00-K14","Diseases of oral cavity, salivary glands and jaws","K00-K93","Diseases of the digestive system (K00-K93)"
"K14.3","Hypertrophy of tongue papillae",,,,"other",,,,,,"K00-K14","Diseases of oral cavity, salivary glands and jaws","K00-K93","Diseases of the digestive system (K00-K93)"
"K14.4","Atrophy of tongue papillae",,,,"other",,,,,,"K00-K14","Diseases of oral cavity, salivary glands and jaws","K00-K93","Diseases of the digestive system (K00-K93)"
"K14.5","Plicated tongue",,,,"other",,,,,,"K00-K14","Diseases of oral cavity, salivary glands and jaws","K00-K93","Diseases of the digestive system (K00-K93)"
"K14.6","Glossodynia",,,,"other",,,,,,"K00-K14","Diseases of oral cavity, salivary glands and jaws","K00-K93","Diseases of the digestive system (K00-K93)"
"K14.8","Other diseases of tongue",,,,"other",,,,,,"K00-K14","Diseases of oral cavity, salivary glands and jaws","K00-K93","Diseases of the digestive system (K00-K93)"
"K14.9","Disease of tongue, unspecified",,,,"other",,,,,,"K00-K14","Diseases of oral cavity, salivary glands and jaws","K00-K93","Diseases of the digestive system (K00-K93)"
"K20","Oesophagitis",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K21.0","Gastro-oesophageal reflux disease with oesophagitis",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K21.9","Gastro-oesophageal reflux disease without oesophagitis",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K22.0","Achalasia of cardia",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K22.1","Ulcer of oesophagus",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K22.2","Oesophageal obstruction",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K22.3","Perforation of oesophagus",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K22.4","Dyskinesia of oesophagus",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K22.5","Diverticulum of oesophagus, acquired",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K22.6","Gastro-oesophageal laceration-haemorrhage syndrome",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K22.7","Barrett's oesophagus",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K22.8","Other specified diseases of oesophagus",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K22.9","Disease of oesophagus, unspecified","16.20.10","Oesophageal disorder,","keysoft_v2","other",FALSE,"16.20.10","16.20.10",,"16.20.10","K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K23.0","Tuberculous oesophagitis (A18.8+)",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K23.1","Megaoesophagus in Chagas' disease (B57.3+)",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K23.8","Disorders of oesophagus in other diseases classified elsewhere",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K25.0","Gastric ulcer, acute with haemorrhage",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K25.1","Gastric ulcer, acute with perforation",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K25.2","Gastric ulcer, acute with both haemorrhage and perforation",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K25.3","Gastric ulcer, acute without haemorrhage or perforation",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K25.4","Gastric ulcer, chronic or unspecified with haemorrhage",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K25.5","Gastric ulcer, chronic or unspecified with perforation",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K25.6","Gastric ulcer, chronic or unspecified with both haemorrhage and perforation",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K25.7","Gastric ulcer, chronic without haemorrhage or perforation",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K25.9","Gastric ulcer, unspecified as acute or chronic, without haemorrhage or perforation",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K26.0","Duodenal ulcer, acute with haemorrhage",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K26.1","Duodenal ulcer, acute with perforation",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K26.2","Duodenal ulcer, acute with both haemorrhage and perforation",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K26.3","Duodenal ulcer, acute without haemorrhage or perforation",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K26.4","Duodenal ulcer, chronic or unspecified with haemorrhage",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K26.5","Duodenal ulcer, chronic or unspecified with perforation",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K26.6","Duodenal ulcer, chronic or unspecified with both haemorrhage and perforation",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K26.7","Duodenal ulcer, chronic without haemorrhage or perforation",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K26.9","Duodenal ulcer, unspecified as acute or chronic, without haemorrhage or perforation",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K27.0","Peptic ulcer, acute with haemorrhage",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K27.1","Peptic ulcer, acute with perforation",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K27.2","Peptic ulcer, acute with both haemorrhage and perforation",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K27.3","Peptic ulcer, acute without haemorrhage or perforation",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K27.4","Peptic ulcer, chronic or unspecified with haemorrhage",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K27.5","Peptic ulcer, chronic or unspecified with perforation",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K27.6","Peptic ulcer, chronic or unspecified with both haemorrhage and perforation",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K27.7","Peptic ulcer, chronic without haemorrhage or perforation",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K27.9","Peptic ulcer, unspecified as acute or chronic, without haemorrhage or perforation",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K28.0","Gastrojejunal ulcer, acute with haemorrhage",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K28.1","Gastrojejunal ulcer, acute with perforation",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K28.2","Gastrojejunal ulcer, acute with both haemorrhage and perforation",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K28.3","Gastrojejunal ulcer, acute without haemorrhage or perforation",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K28.4","Gastrojejunal ulcer, chronic or unspecified with haemorrhage",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K28.5","Gastrojejunal ulcer, chronic or unspecified with perforation",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
"K28.6","Gastrojejunal ulcer, chronic or unspecified with both haemorrhage and perforation",,,,"other",,,,,,"K20-K31","Diseases of oesophagus, stomach and duodenum","K00-K93","Diseases of the digestive system (K00-K93)"
