"","epcc_name","epcc_code","icd_9","icd_9_additional","icd_10","icd_10_additional","sts_name","section_name","section_seq","icd10_seq","icd10_seq_max"
"431","Postprocedural aortic complication,","15.37.73","447.8","E878.8","I77.8","Y83.8","Cardiac, Other","Acquired systemic arterial, coronary and ductal abnormalities","18",3,9
"432","Postprocedural ascending aorta complication,","15.36.01","447.8","E878.8","I77.8","Y83.8","Cardiac, Other","Acquired systemic arterial, coronary and ductal abnormalities","19",4,9
"433","Postprocedural descending aorta complication,","15.37.01","447.8","E878.8","I77.8","Y83.8","Cardiac, Other","Acquired systemic arterial, coronary and ductal abnormalities","20",5,9
"434","Residual aortic coarctation,","15.37.05","747.1","E878.8","Q25.1","Y83.8","Coarctation of aorta","Acquired systemic arterial, coronary and ductal abnormalities","21",2,2
"435","Postprocedural aneurysm of aorta at coarctation site,","15.37.07","441.2","E878.8","I71.2","Y83.8","Aneurysm, Other","Acquired systemic arterial, coronary and ductal abnormalities","22",4,4
"436","Postprocedural systemic arterial complication,","15.24.00","997.2",NA,"I97.8",NA,"Peripheral vasculature, Other","Acquired systemic arterial, coronary and ductal abnormalities","23",8,13
"437","Systemic arteritis,","10.14.60","447.6",NA,"I77.6",NA,"Peripheral vasculature, Other","Acquired systemic arterial, coronary and ductal abnormalities","24",1,1
"438","Kawasaki disease,","10.09.01","446.1",NA,"M30.3",NA,"Miscellaneous, Other","Acquired systemic arterial, coronary and ductal abnormalities","25",1,3
"439","Kawasaki disease without cardiac involvement,","10.09.08","446.1",NA,"M30.3",NA,"Miscellaneous, Other","Acquired systemic arterial, coronary and ductal abnormalities","26",2,3
"440","Kawasaki disease with aneurysm(s) or dilated coronary vessels,","10.09.02","446.1","414.1","M30.3","I25.4","Coronary artery anomaly, Aneurysm","Acquired systemic arterial, coronary and ductal abnormalities","27",3,3
"441","Acquired coronary arterial disease,","10.09.10","414.9",NA,"I25.9",NA,"Coronary artery anomaly, Other","Acquired systemic arterial, coronary and ductal abnormalities","28",1,2
"442","Ischaemic heart disease,","10.09.30","414.9",NA,"I25.9",NA,"Coronary artery anomaly, Other","Acquired systemic arterial, coronary and ductal abnormalities","29",2,2
"443","Myocardial infarction,","10.18.00","410",NA,"I21.9",NA,"Myocardial infarction","Acquired systemic arterial, coronary and ductal abnormalities","30",1,2
"444","Acute myocardial infarction,","10.18.01","410",NA,"I21.9",NA,"Myocardial infarction","Acquired systemic arterial, coronary and ductal abnormalities","31",2,2
"445","Postmyocardial infarction complication,","10.18.24","411",NA,"I23.8",NA,"Myocardial infarction","Acquired systemic arterial, coronary and ductal abnormalities","32",1,1
"446","Postprocedural coronary arterial complication,","15.41.00","447.8","E878.8","I77.8","Y83.8","Coronary artery anomaly, Other","Acquired systemic arterial, coronary and ductal abnormalities","33",6,9
"447","Postprocedural coronary artery bypass graft (CABG) complication,","15.41.39","996.7",NA,"T82.8",NA,"Coronary artery anomaly, Other","Acquired systemic arterial, coronary and ductal abnormalities","34",4,9
"448","Systemic hypertension,","10.14.01","401.9",NA,"I10",NA,"Miscellaneous, Other","Acquired systemic arterial, coronary and ductal abnormalities","35",1,2
"449","Primary (essential) systemic hypertension,","10.14.02","401.9",NA,"I10",NA,"Miscellaneous, Other","Acquired systemic arterial, coronary and ductal abnormalities","36",2,2
"450","Secondary systemic hypertension,","10.14.00","405.9",NA,"I15.9",NA,"Miscellaneous, Other","Acquired systemic arterial, coronary and ductal abnormalities","37",1,1
"451","Systemic hypertension due to aortic arch obstruction,","10.14.04","405.9",NA,"I15.8",NA,"Miscellaneous, Other","Acquired systemic arterial, coronary and ductal abnormalities","38",1,1
"452","Arterial duct (ductus arteriosus) abnormality: acquired,","10.14.80","447.8",NA,"I77.8",NA,"Cardiac, Other","Acquired systemic arterial, coronary and ductal abnormalities","39",7,9
"453","Postprocedural arterial duct complication,","15.39.01","447.8","E878.8","I77.8","Y83.8","Cardiac, Other","Acquired systemic arterial, coronary and ductal abnormalities","40",8,9
"454","Residual arterial duct (PDA) patency,","15.39.02","747.0","E878.8","Q25.0","Y83.8","Patent ductus arteriosus","Acquired systemic arterial, coronary and ductal abnormalities","41",2,2
"455","Postprocedural systemic-to-pulmonary collateral artery complication,","15.39.50","447.8","E878.8","I77.8","Y83.8","Cardiac, Other","Acquired systemic arterial, coronary and ductal abnormalities","42",9,9
"456","Cardiac conduit complication,","15.55.00","996.7",NA,"T82.9",NA,"Conduit failure","Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","2",1,8
"457","Cardiac conduit failure,","15.55.16","996.0",NA,"T82.5",NA,"Conduit failure","Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","3",1,5
"458","Systemic-to-pulmonary arterial shunt complication,","15.56.00","996.0",NA,"T82.9",NA,"Shunt failure","Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","4",2,8
"459","Systemic-to-pulmonary arterial shunt partial obstruction,","15.56.01","996.7",NA,"T82.5",NA,"Shunt failure","Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","5",2,5
"460","Systemic-to-pulmonary arterial shunt complete obstruction,","15.56.02","996.0",NA,"T82.5",NA,"Shunt failure","Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","6",3,5
"461","Systemic-to-pulmonary arterial shunt failure,","15.56.21","996.7",NA,"T82.9",NA,"Shunt failure","Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","7",3,8
"462","Pulmonary autograft failure,","15.55.24","996.7",NA,"T82.8",NA,"Shunt failure","Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","8",5,9
"463","'Failed' Fontan type circulation,","15.90.60","998.9",NA,"T81.8",NA,"Cardiac, Other","Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","9",1,8
"464","Pericardial abnormality: acquired,","10.08.29","423.9",NA,"I31.9",NA,"Pericardial disease, Other","Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","10",1,3
"465","Pericarditis,","10.08.00","420.9",NA,"I30.9",NA,"Pericarditis","Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","11",1,1
"466","Constrictive pericarditis,","10.08.09","423.2",NA,"I31.1",NA,"Pericardial disease, Other","Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","12",1,1
"467","Pericardial effusion,","10.08.31","423.9",NA,"I31.3",NA,"Pericardial effusion","Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","13",1,4
"468","Chylopericardium,","10.08.15","457.8",NA,"I31.3",NA,"Pericardial effusion","Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","14",2,4
"469","Pericardial effusion requiring drainage,","15.83.00","423.9",NA,"I31.3",NA,"Pericardial effusion requiring drainage","Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","15",3,4
"470","Cardiac tamponade,","10.08.13","423.9",NA,"I31.9",NA,"Pericardial effusion requiring drainage","Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","16",2,3
"471","Heart tumour,","10.03.01","239.8",NA,"D48.7",NA,"Cardiac tumor","Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","17",1,1
"472","Traumatic injury of heart,","10.90.01","861.0",NA,"S26",NA,"Cardiac, Other","Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","18",1,1
"473","Complication after heart or lung transplant,","15.95.00","996.8","E878.0","I97.9","Y83.0","Cardiac, Other","Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","19",1,1
"474","Heart muscle disease in cardiac rejection,","10.07.42","996.8",NA,"T86.2",NA,"Cardiac, Other","Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","20",1,1
"475","Cardiac transplant associated coronary allograft vasculopathy,","15.41.13","414.0","996.8","I25.1","T86.2","Coronary artery anomaly, Other","Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","21",1,1
"476","Lung disease in lung transplant rejection,","15.95.66","996.8",NA,"T86.3",NA,"Thoracic and-or mediastinal, Other","Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","22",1,1
"477","Post-lung transplant obliterative bronchiolitis,","15.95.64","491.8","996.8","J44.8","T86.3","Thoracic and-or mediastinal, Other","Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","23",1,1
"478","Lymphoproliferative disease following transplantation,","15.95.03","E878.0","C88.9","C88.9","Y83.0","Miscellaneous, Other","Acquired cardiac conduit-shunt, pericardial, post-transplant & miscellaneous abnormalities","24",1,1
"479","Electrocardiographic (ECG) abnormality,","11.20.00","794.3",NA,"R94.3",NA,"Arrhythmia","Diagnostic codes for rhythm and conduction disturbances","2",1,1
"480","Arrhythmia,","11.00.00","427.9",NA,"I49.9",NA,"Arrhythmia","Diagnostic codes for rhythm and conduction disturbances","3",1,2
"481","Cardiac arrest,","11.00.21","427.5",NA,"I46.9",NA,"Arrhythmia","Diagnostic codes for rhythm and conduction disturbances","4",1,2
"482","Sinus bradycardia,","11.02.04","427.8",NA,"I49.8",NA,"Arrhythmia","Diagnostic codes for rhythm and conduction disturbances","5",1,7
"483","Vagal sinus bradycardia: bradycardia(s) of prematurity,","11.02.15","427.8",NA,"I49.8",NA,"Arrhythmia","Diagnostic codes for rhythm and conduction disturbances","6",2,7
"484","Sinus tachycardia,","11.02.07","427.8",NA,"I47.1",NA,"Arrhythmia","Diagnostic codes for rhythm and conduction disturbances","7",1,10
"485","Sudden Arrhythmic Death Syndrome (SADS),","11.00.11","798.1",NA,"I46.1",NA,"Arrhythmia","Diagnostic codes for rhythm and conduction disturbances","8",1,1
"486","Supraventricular rhythm disturbance,","11.01.01","427.0",NA,"I49.8",NA,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances","9",3,7
"487","Supraventricular tachycardia,","11.01.00","427.0",NA,"I47.1",NA,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances","10",2,10
"488","Focal atrial tachycardia: ectopic (automatic),","11.03.12","427.8",NA,"I47.1",NA,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances","11",3,10
"489","Multifocal atrial tachycardia (chaotic),","11.03.15","427.8",NA,"I47.1",NA,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances","12",4,10
"490","Premature atrial beats (complexes-contractions),","11.03.21","427.6",NA,"I49.1",NA,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances","13",1,1
"491","Macro-reentrant atrial tachycardia (including atrial flutter),","11.03.13","427.8",NA,"I47.1",NA,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances","14",5,10
"492","Cavotricuspid isthmus dependent reentry atrial tachycardia: atrial flutter,","11.03.66","427.8",NA,"I49.8",NA,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances","15",4,7
"493","Non-cavotricuspid isthmus dependent atrial tachycardia,","11.03.67","427.8",NA,"I49.8",NA,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances","16",5,7
"494","Atrial flutter,","11.03.07","427.3",NA,"I48",NA,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances","17",1,2
"495","Atrial fibrillation,","11.03.08","427.3",NA,"I48",NA,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances","18",2,2
"496","Paroxysmal atrial tachycardia,","11.03.05","427.0",NA,"I47.1",NA,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances","19",6,10
"497","Rhythm disturbance at level of AV junction,","11.04.00","427.8",NA,"I49.8",NA,"Arrhythmia, junctional","Diagnostic codes for rhythm and conduction disturbances","20",6,7
"498","Atrioventricular junctional (nodal) tachycardia,","11.04.07","427.0",NA,"I47.1",NA,"Arrhythmia, junctional","Diagnostic codes for rhythm and conduction disturbances","21",7,10
"499","Atrioventricular nodal reentry tachycardia (AVNRT),","11.04.11","427.0",NA,"I47.1",NA,"Arrhythmia, junctional","Diagnostic codes for rhythm and conduction disturbances","22",8,10
"500","Junctional ectopic tachycardia (His bundle),","11.04.42","427.0",NA,"I47.1",NA,"Arrhythmia, junctional","Diagnostic codes for rhythm and conduction disturbances","23",9,10
"501","AV reciprocating (reentry) tachycardia (accessory pathway mediated),","11.07.29","426.7",NA,"I45.6",NA,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances","24",1,7
"502","Manifest accessory pathway,","11.07.11","426.7",NA,"I45.6",NA,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances","25",2,7
"503","AV reciprocating (reentry) tachycardia: manifest preexcitation in sinus rhythm (Wolff Parkinson White),","11.07.01","426.7",NA,"I45.6",NA,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances","26",3,7
"504","Accessory pathway: retrograde conduction only (concealed: no preexcitation sinus rhythm),","11.07.06","426.7",NA,"I45.8",NA,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances","27",1,3
"505","AV reciprocating (reentry) tachycardia: orthodromic,","11.07.22","426.7",NA,"I45.6",NA,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances","28",4,7
"506","AV reentry (reciprocating) tachycardia: antidromic (typically wide QRS),","11.07.23","426.7",NA,"I45.6",NA,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances","29",5,7
"507","AV reentry (reciprocating) tachycardia: orthodromic & antidromic,","11.07.28","426.7",NA,"I45.6",NA,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances","30",6,7
"508","Permanent junctional reciprocating tachycardia (PJRT),","11.07.14","427.8",NA,"I47.1",NA,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances","31",10,10
"509","Multiple accessory pathways,","11.07.26","426.7",NA,"I45.6",NA,"Arrhythmia, atrial","Diagnostic codes for rhythm and conduction disturbances","32",7,7
"510","Ventricular rhythm disturbance,","11.05.00","427.8",NA,"I49.8",NA,"Arrhythmia, ventricular","Diagnostic codes for rhythm and conduction disturbances","33",7,7
"511","Ventricular tachycardia,","11.05.06","427.1",NA,"I47.2",NA,"Arrhythmia, ventricular","Diagnostic codes for rhythm and conduction disturbances","34",1,7
"512","Non-sustained ventricular tachycardia,","11.05.50","427.1",NA,"I47.2",NA,"Arrhythmia, ventricular","Diagnostic codes for rhythm and conduction disturbances","35",2,7
"513","Macro-reentrant ventricular tachycardia,","11.05.57","427.1",NA,"I47.2",NA,"Arrhythmia, ventricular","Diagnostic codes for rhythm and conduction disturbances","36",3,7
