code_id,code_id_clean,ascii_desc,block,block_desc,axis_2_desc,axis_1_desc,chapter_id,chapter_range,chapter_desc
32763-09,3276309,Aorto-subclavian artery bypass grafting using synthetic material,712,Arterial bypass [grafting] using synthetic material,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32763-10,3276310,Subclavian-subclavian artery bypass grafting using synthetic material,712,Arterial bypass [grafting] using synthetic material,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32763-11,3276311,Subclavian-vertebral artery bypass grafting using synthetic material,712,Arterial bypass [grafting] using synthetic material,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32763-12,3276312,Subclavian-axillary artery bypass grafting using synthetic material,712,Arterial bypass [grafting] using synthetic material,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32763-13,3276313,Axillo-axillary artery bypass grafting using synthetic material,712,Arterial bypass [grafting] using synthetic material,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32763-14,3276314,Axillo-brachial artery bypass grafting using synthetic material,712,Arterial bypass [grafting] using synthetic material,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32763-15,3276315,Spleno-renal artery bypass grafting using synthetic material,712,Arterial bypass [grafting] using synthetic material,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32763-16,3276316,Aorto-coeliac artery bypass grafting using synthetic material,712,Arterial bypass [grafting] using synthetic material,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32763-17,3276317,Aorto-femoro-popliteal artery bypass grafting using synthetic material,712,Arterial bypass [grafting] using synthetic material,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32763-18,3276318,Ilio-iliac artery bypass grafting using synthetic material,712,Arterial bypass [grafting] using synthetic material,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32763-19,3276319,Popliteal-tibial artery bypass grafting using synthetic material,712,Arterial bypass [grafting] using synthetic material,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32718-00,3271800,Iliofemoral crossover bypass grafting,713,"Arterial bypass [grafting] using composite, sequential or crossover graft",Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32718-01,3271801,Femoro-femoral crossover bypass grafting,713,"Arterial bypass [grafting] using composite, sequential or crossover graft",Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32754-00,3275400,"Femoro-popliteal artery bypass grafting using composite graft, above knee anastomosis",713,"Arterial bypass [grafting] using composite, sequential or crossover graft",Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32754-01,3275401,"Femoro-popliteal artery bypass grafting using composite graft, below knee anastomosis",713,"Arterial bypass [grafting] using composite, sequential or crossover graft",Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32754-02,3275402,Femoral to tibial or peroneal artery bypass grafting using composite graft,713,"Arterial bypass [grafting] using composite, sequential or crossover graft",Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32757-00,3275700,Femoral artery sequential bypass grafting using vein,713,"Arterial bypass [grafting] using composite, sequential or crossover graft",Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32757-01,3275701,Femoral artery sequential bypass grafting using synthetic material,713,"Arterial bypass [grafting] using composite, sequential or crossover graft",Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33070-00,3307000,Repair of aneurysm in extremity,714,"Repair of aneurysm of neck, intra-abdominal area or extremities",Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33075-00,3307500,Repair of aneurysm in neck,714,"Repair of aneurysm of neck, intra-abdominal area or extremities",Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33080-00,3308000,Repair of intra-abdominal aneurysm,714,"Repair of aneurysm of neck, intra-abdominal area or extremities",Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33130-00,3313000,Excision and repair of visceral artery aneurysm with direct anastomosis,714,"Repair of aneurysm of neck, intra-abdominal area or extremities",Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33136-00,3313600,Repair of false aneurysm at aortic anastomosis following previous aortic surgery,714,"Repair of aneurysm of neck, intra-abdominal area or extremities",Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33139-00,3313900,Repair of false aneurysm in iliac artery,714,"Repair of aneurysm of neck, intra-abdominal area or extremities",Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33142-00,3314200,Repair of false aneurysm in femoral artery,714,"Repair of aneurysm of neck, intra-abdominal area or extremities",Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33166-00,3316600,Excision and repair of ruptured visceral artery aneurysm with direct anastomosis,714,"Repair of aneurysm of neck, intra-abdominal area or extremities",Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33175-00,3317500,Repair of ruptured aneurysm in extremity,714,"Repair of aneurysm of neck, intra-abdominal area or extremities",Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33178-00,3317800,Repair of ruptured aneurysm in neck,714,"Repair of aneurysm of neck, intra-abdominal area or extremities",Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33181-00,3318100,Repair of ruptured intra-abdominal aneurysm,714,"Repair of aneurysm of neck, intra-abdominal area or extremities",Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33050-00,3305000,Replacement of popliteal aneurysm using vein,715,Replacement of aneurysm with graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33055-00,3305500,Replacement of popliteal aneurysm using synthetic graft,715,Replacement of aneurysm with graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33100-00,3310000,Replacement of carotid artery aneurysm with graft,715,Replacement of aneurysm with graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33103-00,3310300,Replacement of thoraco-aortic aneurysm with graft,715,Replacement of aneurysm with graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33109-00,3310900,Replacement of thoraco-abdominal aneurysm with graft,715,Replacement of aneurysm with graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33112-00,3311200,Replacement of suprarenal abdominal aortic aneurysm with graft,715,Replacement of aneurysm with graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33115-00,3311500,Replacement of infrarenal abdominal aortic aneurysm with tube graft,715,Replacement of aneurysm with graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33118-00,3311800,Replacement of infrarenal abdominal aortic aneurysm with bifurcation graft to iliac arteries,715,Replacement of aneurysm with graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33121-00,3312100,Replacement of infrarenal abdominal aortic aneurysm with bifurcation graft to femoral arteries,715,Replacement of aneurysm with graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33124-00,3312400,"Replacement of iliac artery aneurysm with graft, unilateral",715,Replacement of aneurysm with graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33127-00,3312700,"Replacement of iliac artery aneurysm with graft, bilateral",715,Replacement of aneurysm with graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33130-01,3313001,Replacement of visceral artery aneurysm with graft,715,Replacement of aneurysm with graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33145-00,3314500,Replacement of ruptured thoraco-aortic aneurysm with graft,715,Replacement of aneurysm with graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33148-00,3314800,Replacement of ruptured thoraco-abdominal aneurysm with graft,715,Replacement of aneurysm with graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33151-00,3315100,Replacement of ruptured suprarenal abdominal aortic aneurysm with graft,715,Replacement of aneurysm with graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33154-00,3315400,Replacement of ruptured infrarenal abdominal aortic aneurysm with tube graft,715,Replacement of aneurysm with graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33157-00,3315700,Replacement of ruptured infrarenal abdominal aortic aneurysm with bifurcation graft to iliac arteries,715,Replacement of aneurysm with graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33160-00,3316000,Replacement of ruptured infrarenal abdominal aortic aneurysm with bifurcation graft to femoral arteries,715,Replacement of aneurysm with graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33163-00,3316300,Replacement of ruptured iliac artery aneurysm with graft,715,Replacement of aneurysm with graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33166-01,3316601,Replacement of ruptured visceral artery aneurysm with graft,715,Replacement of aneurysm with graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33172-00,3317200,Replacement of other major artery aneurysm with graft,715,Replacement of aneurysm with graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
34160-00,3416000,Repair of aorto-enteric fistula with direct closure of aorta,716,Repair of aorto-enteric fistula,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
34163-00,3416300,Repair of aorto-enteric fistula with insertion of aorta graft,716,Repair of aorto-enteric fistula,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
34166-00,3416600,Repair of aorto-enteric fistula with oversewing of abdominal aorta and axillo-femoral bypass graft,716,Repair of aorto-enteric fistula,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
38715-00,3871500,Banding of main pulmonary artery,717,Repair procedures on pulmonary artery,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
38715-01,3871501,Debanding of main pulmonary artery,717,Repair procedures on pulmonary artery,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
38715-02,3871502,Other repair of main pulmonary artery,717,Repair procedures on pulmonary artery,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
38733-00,3873300,Creation of systemic pulmonary shunt,717,Repair procedures on pulmonary artery,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32703-00,3270300,Resection of carotid artery with reanastomosis,718,Other repair procedures on arteries,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32736-00,3273600,Other procedures on inferior mesenteric artery,720,Other procedures on arteries,Other procedures,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
90222-00,9022200,Other procedures on arteries,720,Other procedures on arteries,Other procedures,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
34824-00,3482400,Application of external stent to superficial vein,721,Application of external stent to vein,"Application, insertion, removal",Veins,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
34833-00,3483300,Application of external stent to deep vein,721,Application of external stent to vein,"Application, insertion, removal",Veins,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32500-00,3250000,Micro injections of venular flares,722,Injection of varicose veins,"Application, insertion, removal",Veins,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32500-01,3250001,Multiple injections of varicose veins,722,Injection of varicose veins,"Application, insertion, removal",Veins,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
