code_id,code_id_clean,aust_code,ascii_desc,ascii_short_desc,effective_from,inactive,reactivated
"M8340/9",M83409,1,"Papillary carcinoma, follicular variant, uncertain whether primary or metastatic","Papilry ca, follicular variant, up/m",1/7/2002,,
"M8341/1",M83411,1,"Papillary microtumour, uncertain whether benign or malignant","Papilry microtum, ub/m",1/7/2002,,
"M8341/2",M83412,1,"Papillary microcarcinoma, in situ","Papilry microcarcinoma, insit",1/7/2002,,
"M8341/3",M83413,0,Papillary microcarcinoma,Papillary microcarcinoma,1/7/2002,,
"M8341/6",M83416,1,"Papillary microcarcinoma, metastatic","Papilry microcarcinoma, met",1/7/2002,,
"M8341/9",M83419,1,"Papillary microcarcinoma, uncertain whether primary or metastatic","Papilry microcarcinoma, up/m",1/7/2002,,
"M8342/1",M83421,1,"Papillary tumour, oncocytic variant uncertain whether benign or malignant","Papillary tumour oncocytic variant ub/m",1/7/2002,,
"M8342/2",M83422,1,"Papillary carcinoma, oncocytic variant, in situ",Papillary ca oncocytic variant in situ,1/7/2002,,
"M8342/3",M83423,0,"Papillary carcinoma, oncocytic variant",Papillary carcinoma oncocytic variant,1/7/2002,,
"M8342/6",M83426,1,"Papillary carcinoma, oncocytic variant, metastatic",Papillary ca oncocytic variant met,1/7/2002,,
"M8342/9",M83429,1,"Papillary carcinoma, oncocytic variant, uncertain whether primary or metastatic","Papillary ca oncocytic variant up/m",1/7/2002,,
"M8343/1",M83431,1,"Papillary tumour, encapsulated, of thyroid, uncertain whether benign or malignant","Papilry tum encapsulated of thyroid ub/m",1/7/2002,,
"M8343/2",M83432,1,"Papillary carcinoma, encapsulated, of thyroid, in situ",Papilry ca encapsulated of thyroid insit,1/7/2002,,
"M8343/3",M83433,0,"Papillary carcinoma, encapsulated, of thyroid",Papilry ca encapsulated of thyroid,1/7/2002,,
"M8343/6",M83436,1,"Papillary carcinoma, encapsulated, of thyroid, metastatic",Papilry ca encapsulated of thyroid met,1/7/2002,,
"M8343/9",M83439,1,"Papillary carcinoma, encapsulated, of thyroid, uncertain whether primary or metastatic","Papilry ca encapsulated of thyroid up/m",1/7/2002,,
"M8344/1",M83441,1,"Papillary tumour, columnar cell, uncertain whether benign or malignant","Papilry tum, columnar cell, ub/m",1/7/2002,,
"M8344/2",M83442,1,"Papillary carcinoma, columnar cell, in situ","Papilry ca, columnar cell, insit",1/7/2002,,
"M8344/3",M83443,0,"Papillary carcinoma, columnar cell","Papilry ca, columnar cell",1/7/2002,,
"M8344/6",M83446,1,"Papillary carcinoma, columnar cell, metastatic","Papilry ca, columnar cell, met",1/7/2002,,
"M8344/9",M83449,1,"Papillary carcinoma, columnar cell, uncertain whether primary or metastatic","Papilry ca, columnar cell, up/m",1/7/2002,,
"M8345/1",M83451,1,"Medullary thyroid tumour, uncertain whether benign or malignant","Medullary thyroid tumour ub/m",1/7/2002,,
"M8345/2",M83452,1,"Medullary thyroid carcinoma, in situ",Medullary thyroid carcinoma in situ,1/7/2002,,
"M8345/3",M83453,0,Medullary thyroid carcinoma,Medullary thyroid carcinoma,1/7/2002,,
"M8345/6",M83456,1,"Medullary thyroid carcinoma, metastatic",Medullary thyroid carcinoma metastatic,1/7/2002,,
"M8345/9",M83459,1,"Medullary thyroid carcinoma, uncertain whether primary or metastatic","Medullary thyroid carcinoma up/m",1/7/2002,,
"M8346/1",M83461,1,"Mixed medullary-follicular tumour, uncertain whether benign or malignant","Mixed medullary-follicular tum, ub/m",1/7/2002,,
"M8346/2",M83462,1,"Mixed medullary-follicular carcinoma, in situ","Mixed medullary-follicular ca, insit",1/7/2002,,
"M8346/3",M83463,0,Mixed medullary-follicular carcinoma,Mixed medullary-follicular ca,1/7/2002,,
"M8346/6",M83466,1,"Mixed medullary-follicular carcinoma, metastatic","Mixed medullary-follicular ca, met",1/7/2002,,
"M8346/9",M83469,1,"Mixed medullary-follicular carcinoma, uncertain whether primary or metastatic","Mixed medullary-follicular ca, up/m",1/7/2002,,
"M8347/1",M83471,1,"Mixed medullary-papillary tumour, uncertain whether benign or malignant","Mixed medullary-papilry tum, ub/m",1/7/2002,,
"M8347/2",M83472,1,"Mixed medullary-papillary carcinoma, in situ","Mixed medullary-papilry ca, insit",1/7/2002,,
"M8347/3",M83473,0,Mixed medullary-papillary carcinoma,Mixed medullary-papilry ca,1/7/2002,,
"M8347/6",M83476,1,"Mixed medullary-papillary carcinoma, metastatic","Mixed medullary-papilry ca, met",1/7/2002,,
"M8347/9",M83479,1,"Mixed medullary-papillary carcinoma, uncertain whether primary or metastatic","Mixed medullary-papilry ca, up/m",1/7/2002,,
"M8348/1",M83481,0,Well differentiated tumour of uncertain malignant potential,Well differd tum uncrt malg potential,1/7/2022,,
"M8349/1",M83491,0,Noninvasive follicular thyroid neoplasm with papillary-like nuclear features [NIFTP],NIFTP,1/7/2022,,
"M8350/1",M83501,1,"Nonencapsulated sclerosing tumour, uncertain whether benign or malignant","Nonencapsulated sclerosing tum, ub/m",1/7/2002,,
"M8350/2",M83502,1,"Nonencapsulated sclerosing carcinoma, in situ","Nonencapsulated sclerosing ca, insit",1/7/2002,,
"M8350/3",M83503,0,Nonencapsulated sclerosing carcinoma,Nonencapsulated sclerosing ca,1/7/1998,,
"M8350/6",M83506,1,"Nonencapsulated sclerosing carcinoma, metastatic","Nonencapsulated sclerosing ca, met",1/7/2002,,
"M8350/9",M83509,1,"Nonencapsulated sclerosing carcinoma, uncertain whether primary or metastatic","Nonencapsulated sclerosing ca, up/m",1/7/2002,,
"M8360/1",M83601,0,Multiple endocrine adenomas,Multiple endocrine adenomas,1/7/1998,,
"M8361/0",M83610,0,"Juxtaglomerular tumour, benign","Juxtaglomerular tum, benign",1/7/2002,,
"M8361/1",M83611,0,Juxtaglomerular tumour,Juxtaglomerular tumour,1/7/1998,1/7/2002,
"M8361/2",M83612,1,"Juxtaglomerular tumour, in situ","Juxtaglomerular tum, insit",1/7/2013,,
"M8361/3",M83613,1,"Juxtaglomerular tumour, malignant","Juxtaglomerular tum, malg",1/7/2002,,
"M8361/6",M83616,1,"Juxtaglomerular tumour, malignant, metastatic","Juxtaglomerular tum, malg, met",1/7/2002,,
"M8361/9",M83619,1,"Juxtaglomerular tumour, malignant, uncertain whether primary or metastatic","Juxtaglomerular tum, malg, up/m",1/7/2002,,
"M8370/0",M83700,0,Adrenal cortical adenoma NOS,Adrenal cortical adenoma NOS,1/7/1998,,
"M8370/1",M83701,1,"Adrenal cortical tumour, uncertain whether benign or malignant","Adrenal cortical tum, ub/m",1/7/2002,,
"M8370/2",M83702,1,"Adrenal cortical carcinoma, in situ","Adrenal cortical ca, insit",1/7/2002,,
"M8370/3",M83703,0,Adrenal cortical carcinoma,Adrenal cortical ca,1/7/1998,,
"M8370/6",M83706,1,"Adrenal cortical carcinoma, metastatic","Adrenal cortical ca, met",1/7/2002,,
"M8370/9",M83709,1,"Adrenal cortical carcinoma, uncertain whether primary or metastatic","Adrenal cortical ca, up/m",1/7/2002,,
"M8371/0",M83710,0,"Adrenal cortical adenoma, compact cell","Adrenal cortical adenoma, compact cell",1/7/1998,,
"M8371/1",M83711,1,"Adrenal cortical adenoma, compact cell, uncertain whether benign or malignant","Adrenal cortical aden, compact cl, ub/m",1/7/2002,,
"M8372/0",M83720,0,"Adrenal cortical adenoma, pigmented","Adrenal cortical aden, pigmented",1/7/1998,,
"M8372/1",M83721,1,"Adrenal cortical adenoma, pigmented, uncertain whether benign or malignant","Adrenl cortical aden, pigmented, ub/m",1/7/2002,,
"M8373/0",M83730,0,"Adrenal cortical adenoma, clear cell","Adrenal cortical adenoma, clear cell",1/7/1998,,
"M8373/1",M83731,1,"Adrenal cortical adenoma, clear cell, uncertain whether benign or malignant","Adrenl cortical aden, clear cell, ub/m",1/7/2002,,
"M8374/0",M83740,0,"Adrenal cortical adenoma, glomerulosa cell","Adrenl cortical aden, glomerulosa cell",1/7/1998,,
"M8374/1",M83741,1,"Adrenal cortical adenoma, glomerulosa cell, uncertain whether benign or malignant","Adrenl cortcl aden, glmrlsa cell, ub/m",1/7/2002,,
"M8375/0",M83750,0,"Adrenal cortical adenoma, mixed cell","Adrenal cortical adenoma, mixed cell",1/7/1998,,
"M8375/1",M83751,1,"Adrenal cortical adenoma, mixed cell, uncertain whether benign or malignant","Adrenl cortcl adenoma, mx cell, ub/m",1/7/2002,,
"M8380/0",M83800,0,Endometrioid adenoma NOS,Endometrioid adenoma NOS,1/7/1998,,
"M8380/1",M83801,0,"Endometrioid adenoma, borderline malignancy","Endometrioid aden, borderline malg",1/7/1998,,
"M8380/2",M83802,0,Endometrioid intraepithelial neoplasia,Endometrioid intraepithelial neoplasia,1/7/2002,,
"M8380/3",M83803,0,Endometrioid adenocarcinoma NOS,Endometrioid adenoca NOS,1/7/1998,,
"M8380/6",M83806,1,"Endometrioid adenocarcinoma NOS, metastatic","Endometrioid adenoca NOS, met",1/7/2002,,
"M8380/9",M83809,1,"Endometrioid adenocarcinoma NOS, uncertain whether primary or metastatic","Endometrioid adenoca NOS, up/m",1/7/2002,,
"M8381/0",M83810,0,Endometrioid adenofibroma NOS,Endometrioid adenofibroma NOS,1/7/1998,,
"M8381/1",M83811,0,"Endometrioid adenofibroma, borderline malignancy","Endometrioid adenfibrma, borderline malg",1/7/1998,,
"M8381/2",M83812,1,"Endometrioid adenofibroma, in situ","Endometrioid adenofibroma, insit",1/7/2013,,
"M8381/3",M83813,0,"Endometrioid adenofibroma, malignant","Endometrioid adenofibroma, malg",1/7/1998,,
"M8381/6",M83816,1,"Endometrioid adenofibroma, malignant, metastatic","Endometrioid adenofibroma, malg, met",1/7/2002,,
"M8381/9",M83819,1,"Endometrioid adenofibroma, malignant, uncertain whether primary or metastatic","Endometrioid adenofibroma, malg, up/m",1/7/2002,,
"M8382/2",M83822,1,"Endometrioid adenocarcinoma, secretory variant, in situ","Endomtrd adenoca, secretory vrnt, insit",1/7/2013,,
"M8382/3",M83823,0,"Endometrioid adenocarcinoma, secretory variant","Endometrioid adenoca, secretory variant",1/7/2002,,
"M8382/6",M83826,1,"Endometrioid adenocarcinoma, secretory variant, metastatic","Endomtrd adenoca, secretory variant, met",1/7/2013,,
"M8382/9",M83829,1,"Endometrioid adenocarcinoma, secretory variant, uncertain whether primary or metastatic","Endomtrd adenoca, secretory vrnt, up/m",1/7/2013,,
"M8383/2",M83832,1,"Endometrioid adenocarcinoma, ciliated cell variant, in situ","Endomtrd adenoca, ciliatd cl vrnt, insit",1/7/2013,,
"M8383/3",M83833,0,"Endometrioid adenocarcinoma, ciliated cell variant","Endomtrd adenoca, ciliatd cell variant",1/7/2002,,
"M8383/6",M83836,1,"Endometrioid adenocarcinoma, ciliated cell variant, metastatic","Endomtrd adenoca, ciliatd cell vrnt, met",1/7/2002,,
"M8383/9",M83839,1,"Endometrioid adenocarcinoma, ciliated cell variant, uncertain whether primary or metastatic","Endomtrd adenoca, ciliatd cell vrnt up/m",1/7/2002,,
"M8384/2",M83842,1,"Adenocarcinoma, endocervical type, in situ","Adenoca, endocervical type, insit",1/7/2013,,
"M8384/3",M83843,0,"Adenocarcinoma, endocervical type","Adenoca, endocervical type",1/7/2002,,
"M8384/6",M83846,1,"Adenocarcinoma, endocervical type, metastatic","Adenoca, endocervical type, met",1/7/2002,,
"M8384/9",M83849,1,"Adenocarcinoma, endocervical type, uncertain whether primary or metastatic","Adenoca, endocervical type, up/m",1/7/2002,,
"M8390/0",M83900,0,Skin appendage adenoma,Skin appendage adenoma,1/7/1998,,
"M8390/1",M83901,1,"Skin appendage adenoma, uncertain whether benign or malignant","Skin appendage adenoma, ub/m",1/7/2002,,
"M8390/2",M83902,1,"Adnexal adenocarcinoma, in situ",Adnexal adenocarcinoma in situ,1/7/2013,,
"M8390/3",M83903,0,Adnexal adenocarcinoma NOS,Adnexal adenocarcinoma NOS,1/7/1998,,
"M8390/6",M83906,1,"Adnexal adenocarcinoma, metastatic",Adnexal adenocarcinoma metastatic,1/7/2002,,
"M8390/9",M83909,1,"Adnexal adenocarcinoma, uncertain whether primary or metastatic","Adnexal adenocarcinoma up/m",1/7/2002,,
"M8391/0",M83910,0,Follicular fibroma,Follicular fibroma,1/7/2002,,
"M8391/1",M83911,1,"Follicular fibroma, uncertain whether benign or malignant","Follicular fibroma, ub/m",1/7/2002,,
"M8392/0",M83920,0,Syringofibroadenoma,Syringofibroadenoma,1/7/2002,,
"M8392/1",M83921,1,"Syringofibroadenoma, uncertain whether benign or malignant","Syringofibroadenoma, ub/m",1/7/2002,,
"M8400/0",M84000,0,Sweat gland adenoma,Sweat gland adenoma,1/7/1998,,
"M8400/1",M84001,0,Sweat gland tumour NOS,Sweat gland tum NOS,1/7/1998,,
"M8400/2",M84002,1,"Sweat gland adenocarcinoma, in situ","Sweat gland adenoca, insit",1/7/2002,,
"M8400/3",M84003,0,Sweat gland adenocarcinoma,Sweat gland adenoca,1/7/1998,,
"M8400/6",M84006,1,"Sweat gland adenocarcinoma, metastatic","Sweat gland adenoca, met",1/7/2002,,
"M8400/9",M84009,1,"Sweat gland adenocarcinoma, uncertain whether primary or metastatic","Sweat gland adenoca, up/m",1/7/2002,,
"M8401/0",M84010,0,Apocrine adenoma,Apocrine adenoma,1/7/1998,,
"M8401/1",M84011,1,"Apocrine adenoma, uncertain whether benign or malignant","Apocrine adenoma, ub/m",1/7/2002,,
"M8401/2",M84012,1,"Apocrine adenocarcinoma, in situ","Apocrine adenoca, insit",1/7/2002,,
"M8401/3",M84013,0,Apocrine adenocarcinoma,Apocrine adenoca,1/7/1998,,
"M8401/6",M84016,1,"Apocrine adenocarcinoma, metastatic","Apocrine adenoca, met",1/7/2002,,
"M8401/9",M84019,1,"Apocrine adenocarcinoma, uncertain whether primary or metastatic","Apocrine adenoca, up/m",1/7/2002,,
"M8402/0",M84020,0,Hidradenoma NOS,Hidradenoma NOS,1/7/1998,,
"M8402/1",M84021,1,"Hidradenoma, uncertain whether benign or malignant","Hidradenoma ub/m",1/7/2002,,
"M8402/2",M84022,1,"Hidradenocarcinoma, in situ",Hidradenocarcinoma in situ,1/7/2013,,
"M8402/3",M84023,0,Hidradenocarcinoma,Hidradenocarcinoma,1/7/2002,,
"M8402/6",M84026,1,"Hidradenocarcinoma, metastatic",Hidradenocarcinoma metastatic,1/7/2002,,
"M8402/9",M84029,1,"Hidradenocarcinoma, uncertain whether primary or metastatic","Hidradenocarcinoma up/m",1/7/2002,,
"M8403/0",M84030,0,Spiradenoma NOS,Spiradenoma NOS,1/7/1998,,
"M8403/1",M84031,1,"Spiradenoma, uncertain whether benign or malignant","Spiradenoma ub/m",1/7/2002,,
"M8403/2",M84032,1,"Malignant eccrine spiradenoma, in situ","Malg eccrine spiradenoma, insit",1/7/2002,,
"M8403/3",M84033,0,Malignant eccrine spiradenoma,Malg eccrine spiradenoma,1/7/2002,,
"M8403/6",M84036,1,"Malignant eccrine spiradenoma, metastatic","Malg eccrine spiradenoma, met",1/7/2002,,
"M8403/9",M84039,1,"Malignant eccrine spiradenoma, uncertain whether primary or metastatic","Malg eccrine spiradenoma, up/m",1/7/2002,,
"M8404/0",M84040,0,Hidrocystoma,Hidrocystoma,1/7/1998,,
"M8404/1",M84041,1,"Hidrocystoma, uncertain whether benign or malignant","Hidrocystoma, ub/m",1/7/2002,,
"M8404/2",M84042,1,"Hidrocystoma, in situ","Hidrocystoma, insit",1/7/2013,,
"M8405/0",M84050,0,Papillary hidradenoma,Papilry hidradenoma,1/7/1998,,
"M8405/1",M84051,1,"Papillary hidradenoma, uncertain whether benign or malignant","Papilry hidradenoma, ub/m",1/7/2002,,
"M8406/0",M84060,0,Syringocystadenoma papilliferum,Syringocystadenoma papilliferum,1/7/1998,,
"M8406/1",M84061,1,"Syringocystadenoma papilliferum, uncertain whether benign or malignant","Syringocystadenoma papilliferum ub/m",1/7/2002,,
"M8406/3",M84063,0,Syringocystadenocarcinoma papilliferum,Syringocystadenocarcinoma papilliferum,1/7/2022,,
"M8406/6",M84066,1,"Syringocystadenocarcinoma papilliferum, metastatic",Syrngcystadca papilliferum met,1/7/2022,,
"M8406/9",M84069,1,"Syringocystadenocarcinoma papilliferum, uncertain whether primary or metastatic","Syrngcystadca papilliferum up/m",1/7/2022,,
"M8407/0",M84070,0,Syringoma NOS,Syringoma NOS,1/7/1998,,
"M8407/1",M84071,1,"Syringoma, uncertain whether benign or malignant","Syringoma, ub/m",1/7/2002,,
"M8407/2",M84072,1,"Syringoma, in situ","Syringoma, insit",1/7/2013,,
"M8407/3",M84073,0,Microcystic adnexal carcinoma,Microcystic adnexal carcinoma,1/7/2002,,
"M8407/6",M84076,1,"Microcystic adnexal carcinoma, metastatic",Microcystic adnexal carcinoma metastatic,1/7/2002,,
"M8407/9",M84079,1,"Microcystic adnexal carcinoma, uncertain whether primary or metastatic","Microcystic adnexal carcinoma up/m",1/7/2002,,
"M8408/0",M84080,0,Eccrine papillary adenoma,Eccrine papilry adenoma,1/7/1998,,
"M8408/1",M84081,0,Aggressive digital papillary adenoma,Aggressive digital papilry adenoma,1/7/2002,1/7/2022,
"M8408/2",M84082,1,"Digital papillary adenocarcinoma, in situ",Digital papillary adenocarcinoma in situ,1/7/2013,,
"M8408/3",M84083,0,Digital papillary adenocarcinoma,Digital papillary adenocarcinoma,1/7/2002,,
"M8408/6",M84086,1,"Digital papillary adenocarcinoma, metastatic",Digital papillary adenocarcinoma met,1/7/2002,,
"M8408/9",M84089,1,"Digital papillary adenocarcinoma, uncertain whether primary or metastatic","Digital papillary adenocarcinoma up/m",1/7/2002,,
"M8409/0",M84090,0,Poroma NOS,Poroma NOS,1/7/2002,,
"M8409/1",M84091,1,"Poroma, uncertain whether benign or malignant","Poroma ub/m",1/7/2002,,
"M8409/2",M84092,0,"Porocarcinoma, in situ",Porocarcinoma in situ,1/7/2013,,
"M8409/3",M84093,0,Porocarcinoma NOS,Porocarcinoma NOS,1/7/2002,,
"M8409/6",M84096,1,"Porocarcinoma, metastatic",Porocarcinoma metastatic,1/7/2002,,
"M8409/9",M84099,1,"Porocarcinoma, uncertain whether primary or metastatic","Porocarcinoma up/m",1/7/2002,,
"M8410/0",M84100,0,Sebaceoma,Sebaceoma,1/7/1998,,
"M8410/1",M84101,1,"Sebaceoma, uncertain whether benign or malignant","Sebaceoma ub/m",1/7/2002,,
"M8410/2",M84102,1,"Sebaceous carcinoma, in situ",Sebaceous carcinoma in situ,1/7/2002,,
"M8410/3",M84103,0,Sebaceous carcinoma,Sebaceous carcinoma,1/7/1998,,
"M8410/6",M84106,1,"Sebaceous carcinoma, metastatic",Sebaceous carcinoma metastatic,1/7/2002,,
"M8410/9",M84109,1,"Sebaceous carcinoma, uncertain whether primary or metastatic","Sebaceous carcinoma up/m",1/7/2002,,
"M8413/2",M84132,1,"Eccrine adenocarcinoma, in situ","Eccrine adenoca, insit",1/7/2002,,
"M8413/3",M84133,0,Eccrine adenocarcinoma,Eccrine adenoca,1/7/2002,,
"M8413/6",M84136,1,"Eccrine adenocarcinoma, metastatic","Eccrine adenoca, met",1/7/2002,,
"M8413/9",M84139,1,"Eccrine adenocarcinoma, uncertain whether primary or metastatic","Eccrine adenoca, up/m",1/7/2002,,
"M8420/0",M84200,0,Ceruminous adenoma,Ceruminous adenoma,1/7/1998,,
"M8420/1",M84201,1,"Ceruminous adenoma, uncertain whether benign or malignant","Ceruminous adenoma, ub/m",1/7/2002,,
"M8420/2",M84202,1,"Ceruminous adenocarcinoma, in situ","Ceruminous adenoca, insit",1/7/2002,,
"M8420/3",M84203,0,Ceruminous adenocarcinoma,Ceruminous adenoca,1/7/1998,,
"M8420/6",M84206,1,"Ceruminous adenocarcinoma, metastatic","Ceruminous adenoca, met",1/7/2002,,
"M8420/9",M84209,1,"Ceruminous adenocarcinoma, uncertain whether primary or metastatic","Ceruminous adenoca, up/m",1/7/2002,,
"M8430/1",M84301,0,Mucoepidermoid tumour,Mucoepidermoid tum,1/7/1998,,
"M8430/2",M84302,1,"Mucoepidermoid carcinoma, in situ","Mucoepidermoid ca, insit",1/7/2002,,
"M8430/3",M84303,0,Mucoepidermoid carcinoma,Mucoepidermoid ca,1/7/1998,,
"M8430/6",M84306,1,"Mucoepidermoid carcinoma, metastatic","Mucoepidermoid ca, met",1/7/2002,,
"M8430/9",M84309,1,"Mucoepidermoid carcinoma, uncertain whether primary or metastatic","Mucoepidermoid ca, up/m",1/7/2002,,
"M8440/0",M84400,0,Cystadenoma NOS,Cystadenoma NOS,1/7/1998,,
"M8440/1",M84401,1,"Cystadenoma, uncertain whether benign or malignant","Cystadenoma, ub/m",1/7/2002,,
"M8440/2",M84402,1,"Cystadenocarcinoma, in situ","Cystadenoca, insit",1/7/2002,,
"M8440/3",M84403,0,Cystadenocarcinoma NOS,Cystadenoca NOS,1/7/1998,,
"M8440/6",M84406,1,"Cystadenocarcinoma NOS, metastatic","Cystadenoca NOS, met",1/7/2002,,
"M8440/9",M84409,1,"Cystadenocarcinoma NOS, uncertain whether primary or metastatic","Cystadenoca NOS, up/m",1/7/2002,,
"M8441/0",M84410,0,Serous cystadenoma NOS,Serous cystadenoma NOS,1/7/1998,,
"M8441/1",M84411,1,"Serous cystadenoma, uncertain whether benign or malignant","Serous cystadenoma, ub/m",1/7/2002,,
