code_id,code_id_clean,block,ascii_desc,ascii_short_desc,effective_from,inactive,sex,AgeL,AgeH,Atype,rare_use_flag
38654-03,3865403,649,Insertion of permanent left ventricular electrode for cardiac defibrillator via thoracotomy or sternotomy,Ins perm L ventrl elec defib stmy thmy,1/7/2008,,,,,,0
38654-04,3865404,654,Replacement of permanent left ventricular electrode for cardiac defibrillator via thoracotomy or sternotomy,Replace L ventrl elec defib thmy stmy,1/7/2008,,,,,,0
38654-05,3865405,654,Removal of permanent left ventricular electrode for cardiac defibrillator via thoracotomy or sternotomy,"R/O perm L ventrl elec defib thmy stmy",1/7/2008,,,,,,0
38656-00,3865600,658,Control of postoperative bleeding following heart surgery,Control postop bleeding foll heart surg,1/7/1998,1/7/2002,,,,,0
38656-01,3865601,562,Reopening of thoracotomy or sternotomy site,Reopn of thoracotomy or sternotomy site,1/7/1998,,,,,,0
38670-00,3867000,602,Excision of lesion of atrial wall or interatrial septum,"Exc lsn atrial wall/interatrial septum",1/7/1998,,,,,,0
38673-00,3867300,604,Excision of lesion of atrial wall or interatrial septum with reconstruction by patch graft,"Exc lsn atrl wal/interatrl sept ptch gft",1/7/1998,,,,,,0
38673-01,3867301,604,Excision of lesion of atrial wall or interatrial septum with reconstruction by conduit,"Exc lsn atrl wal/interatrl sept w cndt",1/7/1998,,,,,,0
38677-00,3867700,612,Partial thickness excision of lesion of ventricular myocardium,Partial thck exc ventricular myocardium,1/7/1998,,,,,,0
38680-00,3868000,612,Full thickness excision of lesion of ventricular myocardium with repair or reconstruction,"FT exc ventricular myocardm w rep/recon",1/7/1998,,,,,,0
38700-00,3870000,690,Percutaneous closure of patent ductus arteriosus,Perc closure of patent ductus arteriosus,1/7/1998,,,,,,0
38700-01,3870001,690,Closure of patent ductus arteriosus,Closure of patent ductus arteriosus,1/7/1998,,,,,,0
38700-02,3870002,691,Percutaneous closure of cardiac collateral vessel,Perc closure cardiac collateral vessel,1/7/1998,,,,,,0
38700-03,3870003,691,Closure of cardiac collateral vessel,Closure of cardiac collateral vessel,1/7/1998,,,,,,0
38706-00,3870600,693,Repair of aorta,Repair of aorta,1/7/1998,,,,,,0
38706-01,3870601,693,Repair of aorta with anastomosis,Repair of aorta with anastomosis,1/7/1998,,,,,,0
38712-00,3871200,693,Repair of aortic interruption,Repair of aortic interruption,1/7/1998,,,,,,0
38715-00,3871500,717,Banding of main pulmonary artery,Banding of main pulmonary artery,1/7/1998,,,,,,0
38715-01,3871501,717,Debanding of main pulmonary artery,Debanding of main pulmonary artery,1/7/1998,,,,,,0
38715-02,3871502,717,Other repair of main pulmonary artery,Other repair of main pulmonary artery,1/7/1998,,,,,,0
38721-00,3872100,736,Repair of vena cava for congenital heart disease,Repair of vena cava for CHD,1/7/1998,1/7/2002,,,,,0
38721-01,3872101,733,Repair of vena cava by direct anastomosis,Rep vena cava by direct anastomosis,1/7/1998,,,,,,0
38727-00,3872700,661,Repair of intrathoracic vessels,Repair of intrathoracic vessels,1/7/1998,,,,,,0
38727-01,3872701,661,Repair of intrathoracic vessels with anastomosis,Repair intrathoracic vessels w anstms,1/7/1998,,,,,,0
38733-00,3873300,717,Creation of systemic pulmonary shunt,Creation of systemic pulmonary shunt,1/7/1998,,,,,,0
38733-01,3873301,762,Creation of cavopulmonary shunt,Creation of cavopulmonary shunt,1/7/1998,,,,,,0
38739-00,3873900,619,Atrial septectomy or septostomy,Atrial septectomy or septostomy,1/7/1998,,,,,,0
38742-00,3874200,617,Percutaneous closure of atrial septal defect,Perc closure of atrial septal defect,1/7/1998,,,,,,0
38742-01,3874201,617,Percutaneous closure of atrial septal defect with patch graft,Percutaneous closure ASD w patch graft,1/7/1998,1/7/2000,,,,,0
38742-02,3874202,617,Closure of atrial septal defect,Closure of atrial septal defect,1/7/1998,,,,,,0
38742-03,3874203,617,Closure of atrial septal defect with patch graft,Closure of ASD with patch graft,1/7/1998,1/7/2000,,,,,0
38745-00,3874500,603,Intra-atrial transposition of venous return,Intra-atrial transposition venous return,1/7/1998,,,,,,0
38748-00,3874800,616,Ventricular septectomy,Ventricular septectomy,1/7/1998,,,,,,0
38748-01,3874801,616,Percutaneous transluminal myocardial septal ablation,Perc transluminal myocrdl septal abltn,1/7/2002,,,,,,0
38751-00,3875100,618,Percutaneous closure of ventricular septal defect,Percutaneous closure VSD,1/7/1998,,,,,,0
38751-01,3875101,618,Percutaneous closure of ventricular septal defect with patch graft,Percutaneous closure VSD w patch graft,1/7/1998,1/7/2000,,,,,0
38751-02,3875102,618,Closure of ventricular septal defect,Closure of ventricular septal defect,1/7/1998,,,,,,0
38751-03,3875103,618,Closure of ventricular septal defect with patch graft,Closure of VSD with patch graft,1/7/1998,1/7/2000,,,,,0
38754-00,3875400,613,Intraventricular baffle procedure,Intraventricular baffle procedure,1/7/1998,,,,,,0
38754-01,3875401,613,Creation of intraventricular conduit,Creation of intraventricular conduit,1/7/1998,,,,,,0
38757-00,3875700,613,Creation of extracardiac conduit between right ventricle and pulmonary artery,Creat extrcardc cndt R ventrl & pulm art,1/7/1998,,,,,,0
38757-01,3875701,613,Creation of extracardiac conduit between left ventricle and aorta,"Creat extrcardc cndt, L ventrl & aorta",1/7/1998,,,,,,0
38757-02,3875702,603,Creation of extracardiac conduit between atrium and pulmonary artery,Creat extrcardc cndt atrium & pulm art,1/7/1998,,,,,,0
38760-00,3876000,613,Replacement of extracardiac conduit between right ventricle and pulmonary artery,Replace conduit b R ventrl & pulm art,1/7/1998,,,,,,0
38760-01,3876001,613,Replacement of extracardiac conduit between left ventricle and aorta,"Replace extrcardc cndt, L ventrl & aorta",1/7/1998,,,,,,0
38760-02,3876002,603,Replacement of extracardiac conduit between atrium and pulmonary artery,Replace extrcardc cndt atrium & pulm art,1/7/1998,,,,,,0
38763-00,3876300,610,Left ventricular myectomy,Left ventricular myectomy,1/7/1998,,,,,,0
38763-01,3876301,610,Right ventricular myectomy,Right ventricular myectomy,1/7/1998,,,,,,0
38766-00,3876600,614,Left ventricular augmentation,Left ventricular augmentation,1/7/1998,,,,,,0
38766-01,3876601,614,Right ventricular augmentation,Right ventricular augmentation,1/7/1998,,,,,,0
38800-00,3880000,560,Diagnostic thoracentesis,Diagnostic thoracentesis,1/7/2008,,,,,,0
38803-00,3880300,560,Therapeutic thoracentesis,Therapeutic thoracentesis,1/7/2008,,,,,,0
38806-00,3880600,560,Insertion of intercostal catheter for drainage,Insertion intercostal catheter for drain,1/7/2008,,,,,,0
38812-00,3881200,550,Percutaneous needle biopsy of lung,Percutaneous needle biopsy of lung,1/7/2008,1/7/2015,,,,,0
39000-00,3900000,30,Lumbar puncture,Lumbar puncture,1/7/1998,,,,,,0
39003-00,3900300,2,Cisternal puncture,Cisternal puncture,1/7/1998,,,,,,0
39006-00,3900600,2,Ventricular puncture,Ventricular puncture,1/7/1998,,,,,,0
39009-00,3900900,2,Tap for subdural haemorrhage,Tap for subdural haemorrhage,1/7/1998,,,,,,0
39012-00,3901200,7,Burr holes,Burr holes,1/7/1998,,,,,,0
39013-00,3901300,31,Administration of agent into zygo-apophyseal (facet) joint,Admin agent into zygo-apophyseal joint,1/7/1998,,,,,,0
39013-01,3901301,31,Administration of agent into costotransverse joint,Admin agent into costotransverse joint,1/7/1998,,,,,,0
39013-02,3901302,62,Administration of anaesthetic agent around posterior primary rami of spinal nerve,Admin anaes post prim rami spin nrv,1/7/1998,,,,,,0
39013-03,3901303,62,Administration of neurolytic agent into posterior primary rami of spinal nerve,Admin nrlytc post prim rmi spin nrv,1/7/1998,,,,,,0
39015-00,3901500,3,Insertion of external ventricular drain,Insertion of external ventricular drain,1/7/1998,,,,,,0
39015-01,3901501,3,Insertion of ventricular reservoir,Insertion of ventricular reservoir,1/7/1998,,,,,,0
39015-02,3901502,3,"Insertion of intracranial pressure [ICP] monitoring device, with monitoring",Ins ICP monitoring device w monitoring,1/7/1998,,,,,,0
39100-00,3910000,61,Administration of neurolytic agent into primary branch of trigeminal nerve,Admin nrlytc into prim br trigem nrv,1/7/1998,,,,,,0
39106-00,3910600,73,Division of intracranial trigeminal nerve,Division of intrcran trigeminal nerve,1/7/1998,,,,,,0
39109-00,3910900,70,Trigeminal gangliotomy by radiofrequency,Trigeminal gangliotomy by radiofrequency,1/7/1998,,,,,,0
39109-01,3910901,70,Trigeminal gangliotomy by balloon compression,Trigeminal gangliotomy by balloon comprs,1/7/1998,,,,,,0
39109-02,3910902,70,Trigeminal gangliotomy by injection,Trigeminal gangliotomy by injection,1/7/1998,,,,,,0
39112-00,3911200,75,Intracranial decompression of other cranial nerve,Intracranial decomp of other cranial nrv,1/7/1998,,,,,,0
39115-00,3911500,71,Percutaneous neurotomy of primary posterior rami of spinal nerve,Perc neurotomy of prim rami of spin nrv,1/7/1998,,,,,,0
39118-00,3911800,72,Percutaneous neurotomy for facet joint denervation by radiofrequency,"Perc nrotmy, facet jt denrv by radiofreq",1/7/1998,,,,,,0
39118-01,3911801,72,Percutaneous neurotomy for facet joint denervation by cryoprobe,"Perc nrotmy, facet jt denrv by cryoprobe",1/7/1998,,,,,,0
39121-00,3912100,58,Functional spinal stereotactic procedure,Functional spinal stereotactic procedure,1/7/1998,,,,,,0
39124-00,3912400,45,Cordotomy,Cordotomy,1/7/1998,,,,,,0
39124-01,3912401,45,Myelotomy,Myelotomy,1/7/1998,,,,,,0
39124-02,3912402,45,Dorsal root entry zone [DREZ] procedure,Dorsal root entry zone [DREZ] procedure,1/7/1998,,,,,,0
39125-00,3912500,39,Insertion or replacement of spinal catheter,Insertion or replacement spinal catheter,1/7/1998,,,,,,0
39125-01,3912501,56,Revision of spinal catheter,Revision of spinal catheter,1/7/1998,,,,,,0
39126-00,3912600,56,Revision of implantable spinal infusion device or pump,"Rev of impl spinal infus dev / pump",1/7/1998,,,,,,0
39126-01,3912601,56,Revision of implantable spinal infusion pump,Rev of implantable spinal infusion pump,1/7/1998,1/7/2008,,,,,0
39127-00,3912700,39,Insertion of implantable spinal infusion device or pump,"Ins of impl spinal infusion dev / pump",1/7/1998,,,,,,0
39128-00,3912800,39,Insertion of implantable spinal infusion pump,Ins of implantable spinal infusion pump,1/7/1998,1/7/2008,,,,,0
39130-00,3913000,43,Percutaneous insertion of epidural electrodes,Perc insertion of epidural electrodes,1/7/1998,,,,,,0
39130-01,3913001,43,Percutaneous insertion of epidural electrodes with subcutaneous implantation of spinal neurostimulator device,Perc ins epdl elec w impl spinal nrstim,1/7/1998,1/7/2008,,,,,0
39131-00,3913100,43,Adjustment of epidural electrodes,Adjustment of epidural electrodes,1/7/2008,,,,,,0
39131-01,3913101,67,Adjustment of other peripheral nerve electrodes,Adjustment of oth perph nrv electrodes,1/7/2008,,,,,,0
39131-02,3913102,1830,Testing of implanted neurostimulator,Testing of implanted neurostimulator,1/7/2008,,,,,,0
39133-00,3913300,44,Removal of spinal neurostimulator device,Removal of spinal neurostimulator device,1/7/1998,1/7/2008,,,,,0
39133-01,3913301,40,Removal of spinal catheter,Removal of spinal catheter,1/7/2008,,,,,,0
39133-02,3913302,40,Removal of implantable spinal infusion device or pump,"R/O implantable spinal infus dev /pump",1/7/2008,,,,,,0
39134-00,3913400,43,"Subcutaneous implantation of spinal neurostimulator device/receiver","Sbc impl spinal nrstim dev/recr",1/7/1998,1/7/2008,,,,,0
39134-01,3913401,1604,Insertion of subcutaneously implanted neurostimulator,Ins sbc impl neurostimulator,1/7/2008,,,,,,0
39135-00,3913500,1604,Removal of subcutaneously implanted neurostimulator,"R/O sbc impl neurostimulator",1/7/2008,,,,,,0
39136-00,3913600,44,Removal of epidural electrodes,Removal of epidural electrodes,1/7/1998,1/7/2008,,,,,0
39136-01,3913601,43,Removal of epidural electrodes,Removal of epidural electrodes,1/7/2008,,,,,,0
39136-02,3913602,67,Removal of other peripheral nerve electrodes,"R/O oth peripheral nerve electrodes",1/7/2008,,,,,,0
39137-00,3913700,43,Replacement of epidural electrodes,Replacement of epidural electrodes,1/7/2008,,,,,,0
39137-01,3913701,67,Replacement of other peripheral nerve electrodes,Replacement of oth perph nrv electrodes,1/7/2008,,,,,,0
39138-00,3913800,67,Insertion of other peripheral nerve electrodes,Ins oth peripheral nerve electrodes,1/7/2008,,,,,,0
39139-00,3913900,43,Insertion of epidural electrodes by laminectomy,Ins epidural electrodes by laminectomy,1/7/1998,,,,,,0
39139-01,3913901,43,Insertion of epidural electrodes by laminectomy with subcutaneous implantation of spinal neurostimulator device,Ins epdl elec by laminctmy w impl nrstim,1/7/1998,1/7/2008,,,,,0
39140-00,3914000,32,Epidural injection for lysis of adhesions,Epidural injct for lysis of adhesions,1/7/1998,,,,,,0
39300-00,3930000,83,Primary repair of nerve,Primary repair of nerve,1/7/1998,,,,,,0
39303-00,3930300,84,Secondary repair of nerve,Secondary repair of nerve,1/7/1998,,,,,,0
39306-00,3930600,83,Primary repair of nerve trunk,Primary repair of nerve trunk,1/7/1998,,,,,,0
39309-00,3930900,84,Secondary repair of nerve trunk,Secondary repair of nerve trunk,1/7/1998,,,,,,0
39312-00,3931200,77,Open neurolysis of interfascicular peripheral nerve trunk,Opn neurolysis interfascr perph nrv trnk,1/7/1998,,,,,,0
39315-00,3931500,83,Nerve graft to nerve trunk,Nerve graft to nerve trunk,1/7/1998,,,,,,0
39318-00,3931800,83,Nerve graft,Nerve graft,1/7/1998,,,,,,0
39321-00,3932100,83,Transposition of nerve,Transposition of nerve,1/7/1998,,,,,,0
39323-00,3932300,72,Other percutaneous neurotomy by radiofrequency,Other perc neurotomy by radiofrequency,1/7/1998,,,,,,0
39323-01,3932301,72,Other percutaneous neurotomy by cryoprobe,Other perc neurotomy by cryoprobe,1/7/1998,,,,,,0
39324-00,3932400,82,Neurectomy of superficial peripheral nerve,Neurectomy of superficial perph nerve,1/7/1998,,,,,,0
39324-01,3932401,74,Open neurotomy of superficial peripheral nerve,Open neurotomy of superficial perph nrv,1/7/1998,,,,,,0
39324-02,3932402,80,Removal of lesion from superficial peripheral nerve,"R/O lsn from superficial perph nerve",1/7/1998,,,,,,0
39327-00,3932700,82,Neurectomy of deep peripheral nerve,Neurectomy of deep peripheral nerve,1/7/1998,,,,,,0
39327-01,3932701,74,Open neurotomy of deep peripheral nerve,Open neurotomy of deep peripheral nerve,1/7/1998,,,,,,0
39327-02,3932702,80,Removal of lesion from deep peripheral nerve,"R/O lsn from deep peripheral nerve",1/7/1998,,,,,,0
39327-03,3932703,73,Division of other intracranial nerve,Division of other intracranial nerve,1/7/2010,,,,,,0
39327-04,3932704,82,Neurectomy of intracranial nerve,Neurectomy of intracranial nerve,1/7/2010,,,,,,0
39330-00,3933000,77,"Open neurolysis of peripheral nerve, not elsewhere classified","Open neurolysis of peripheral nerve, NEC",1/7/1998,,,,,,0
39330-01,3933001,76,Release of tarsal tunnel,Release of tarsal tunnel,1/7/1998,,,,,,0
39331-00,3933100,76,Endoscopic release of carpal tunnel,Endoscopic release of carpal tunnel,1/7/1998,,,,,,0
39331-01,3933101,76,Release of carpal tunnel,Release of carpal tunnel,1/7/1998,,,,,,0
39333-00,3933300,68,Exploration of brachial plexus,Exploration of brachial plexus,1/7/1998,,,,,,0
39500-00,3950000,73,Intracranial section of vestibular nerve,Intracranial section of vestibular nerve,1/7/1998,,,,,,0
39503-00,3950300,83,Anastomosis of faciohypoglossal nerve,Anastomosis of faciohypoglossal nerve,1/7/1998,,,,,,0
39503-01,3950301,83,Anastomosis of facio-accessory nerve,Anastomosis of facio-accessory nerve,1/7/1998,,,,,,0
39600-00,3960000,8,Drainage of intracranial haemorrhage,Drainage of intracranial haemorrhage,1/7/1998,,,,,,0
39603-00,3960300,14,Removal of intracranial haematoma via osteoplastic craniotomy,"R/O intrcran haemtma v osteoplc crniotmy",1/7/1998,,,,,,0
39603-01,3960301,14,Removal of intracranial haematoma with craniectomy,Removal intrcran haematoma w crniectmy,1/7/1998,,,,,,0
39606-00,3960600,25,Elevation of closed skull fracture,Elevation of closed skull fracture,1/7/1998,,,,,,0
39606-01,3960601,25,Reduction of closed skull fracture,Reduction of closed skull fracture,1/7/1998,,,,,,0
39609-00,3960900,25,Debridement of compound skull fracture,Debridement of compound skull fracture,1/7/1998,,,,,,0
