," Congenital coronary arterial fistula to right atrium,    ",to 464,09.45.09,746.8,,Q24.5,,09.45.16," Congenital coronary arterial fistula(s),   ",,,,,,,,,
," Coronary fistula to right ventricle,    ",to 464,09.45.03,746.8,,Q24.5,,09.45.01," Coronary fistula,   ",,,,,,,,,
," Congenital coronary arterial fistula to right ventricle,    ",to 464,09.45.10,746.8,,Q24.5,,09.45.10," Congenital coronary arterial fistula to right ventricle,    ",,,,,,,,,
," Coronary fistula to left atrium,    ",to 464,09.45.04,746.8,,Q24.5,,09.45.01," Coronary fistula,   ",,,,,,,,,
," Congenital coronary arterial fistula to left atrium,    ",to 464,09.45.21,746.8,,Q24.5,,09.45.16," Congenital coronary arterial fistula(s),   ",,,,,,,,,
," Coronary fistula to left ventricle,    ",to 464,09.45.05,746.8,,Q24.5,,09.45.01," Coronary fistula,   ",,,,,,,,,
," Congenital coronary arterial fistula to left ventricle,    ",to 464,09.45.22,746.8,,Q24.5,,09.45.22," Congenital coronary arterial fistula to left ventricle,    ",,,,,,,,,
," Coronary fistula to pulmonary artery,   ",to 464,09.45.06,746.8,,Q24.5,,09.45.01," Coronary fistula,   ",,,,,,,,,
," Congenital coronary arterial fistula to pulmonary artery,    ",to 464,09.45.23,746.8,,Q24.5,,09.45.16," Congenital coronary arterial fistula(s),   ",,,,,,,,,
," Coronary arteriovenous fistula,   ",to 464,09.45.07,746.8,,Q24.5,,09.45.01," Coronary fistula,   ",,,,,,,,,
," Coronary arteriovenous fistula to coronary sinus,  ",to 464,09.45.13,746.8,,Q24.5,,09.45.01," Coronary fistula,   ",,,,,,,,,
," Coronary arteriovenous fistula to superior caval vein (SVC),   ",to 464,09.45.14,746.8,,Q24.5,,09.45.01," Coronary fistula,   ",,,,,,,,,
,no entry,to 464,not relevant,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
464 @,Coronary arterial characteristics in presence of fistula(s) or aneurysm ,,,,, ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
," - unobstructed coronary artery,",to 467,Q1.46.01, ,, ,,not relevant,,,,,,,,,,
," - coronary arterial stenosis,",to 467,Q1.46.02, ,, ,,not relevant,,,,,,,,,,
," - coronary arterial multiple stenoses,",to 467,Q1.46.03, ,, ,,not relevant,,,,,,,,,,
," - coronary artery complete obstruction,",to 467,Q1.46.04, ,, ,,not relevant,,,,,,,,,,
," - coronary artery without connection to aorta,",to 467,Q1.46.05, ,, ,,not relevant,,,,,,,,,,
," - with coronary flow away from aorta,",to 467,Q1.46.20, ,, ,,not relevant,,,,,,,,,,
," - with coronary flow towards aorta,",to 467,Q1.46.21, ,, ,,not relevant,,,,,,,,,,
," - fusiform aneurysm,",to 467,Q1.46.06, ,, ,,not relevant,,,,,,,,,,
," - saccular aneurysm,",to 467,Q1.46.07, ,, ,,not relevant,,,,,,,,,,
," - less than 4mm dilation,",to 467,Q1.46.16, ,, ,,not relevant,,,,,,,,,,
," - less than 4-8mm,",to 467,Q1.46.08, ,, ,,not relevant,,,,,,,,,,
," - giant (over 8mm),",to 467,Q1.46.09, ,, ,,not relevant,,,,,,,,,,
," - with thrombosis,",to 467,Q1.40.58, ,, ,,not relevant,,,,,,,,,,
," - without thrombosis,",to 467,Q1.46.19, ,, ,,not relevant,,,,,,,,,,
," - calcified,",to 467,Q1.40.57, ,, ,,not relevant,,,,,,,,,,
," - with aneurysm only,",to 467,Q1.46.14, ,, ,,not relevant,,,,,,,,,,
,- with aneurysm and stenosis,to 467,Q1.46.15, ,, ,,not relevant,,,,,,,,,,
," - with stenosis only,",to 467,Q1.46.18,,,,,not relevant,,,,,,,,,,
," - ruptured,",to 978,Q1.40.46, ,, ,,not relevant,,,,,,,,,,
," - intact (non-ruptured),",to 978,Q1.40.45, ,, ,,not relevant,,,,,,,,,,
," - diffuse ectasia of one vessel,",to 467,Q1.46.10, ,, ,,not relevant,,,,,,,,,,
," - diffuse ectasia of two to three vessels,",to 467,Q1.46.11, ,, ,,not relevant,,,,,,,,,,
," - localised aneurysm in one vessel,",to 467,Q1.46.12, ,, ,,not relevant,,,,,,,,,,
," - localised aneurysm in two or three vessels,",to 467,Q1.46.13, ,, ,,not relevant,,,,,,,,,,
," - with atherosclerosis,",to 467,Q1.46.17,,,,,not relevant,,,,,,,,,,
,no entry,to 467,not relevant,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
467 @,Coronary artery involved in abnormality - qualifiers, ,,, ,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,
, Post procedural bypass grafts,to 1635,not relevant,,,,,,,,,,,,,,,
," - left coronary artery,     ",to 471,Q1.45.51, ,, ,,not relevant, ,,,,,,,,,
," - left main stem coronary artery,    ",to 471,Q5.23.62,,,,,not relevant  ,,,,,,,,,,
," - anterior interventricular (left anterior descending),     ",to 471,Q1.45.52, ,, ,,not relevant,,,,,,,,,,
," - anterior interventricular (left anterior descending): proximal,     ",to 471,Q1.46.71, ,, ,,not relevant,,,,,,,,,,
," - anterior interventricular (left anterior descending): mid,     ",to 471,Q1.46.72, ,, ,,not relevant,,,,,,,,,,
," - anterior interventricular (left anterior descending): distal,     ",to 471,Q1.46.73, ,, ,,not relevant,,,,,,,,,,
," - circumflex,     ",to 471,Q1.45.53, ,, ,,not relevant,,,,,,,,,,
," - circumflex: proximal,     ",to 471,Q1.46.74, ,, ,,not relevant,,,,,,,,,,
," - circumflex: atrioventricular groove,     ",to 471,Q1.46.75, ,, ,,not relevant,,,,,,,,,,
," - circumflex: distal,     ",to 471,Q1.46.76, ,, ,,not relevant,,,,,,,,,,
," - right coronary artery,     ",to 471,Q1.45.54, ,, ,,not relevant,,,,,,,,,,
," - right coronary artery: proximal,     ",to 471,Q1.46.77, ,, ,,not relevant,,,,,,,,,,
," - right coronary artery: mid,     ",to 471,Q1.46.78, ,, ,,not relevant,,,,,,,,,,
," - right coronary artery: distal,     ",to 471,Q1.46.79, ,, ,,not relevant,,,,,,,,,,
," - native coronary artery,",to 471,Q1.46.80,,,,,not relevant,,,,,,,,,,
, Single coronary and multiple coronary combinations: qualifiers,to 469,not relevant,,,,,,,,,,,,,,,
," - both coronary arteries,    ",to 471,Q1.45.55, ,, ,,not relevant,,,,,,,,,,
," - accessory coronary,    ",to 471,Q1.45.56, ,, ,,not relevant,,,,,,,,,,
," - marginal branch,",to 471,Q1.45.43, ,, ,,not relevant,,,,,,,,,,
," - obtuse marginal branch,",to 471,Q1.45.57, ,, ,,not relevant,,,,,,,,,,
," - first obtuse marginal branch,",to 471,Q5.23.69, ,, ,,not relevant,,,,,,,,,,
," - second obtuse marginal branch,",to 471,Q5.23.70, ,, ,,not relevant,,,,,,,,,,
," - third obtuse marginal branch,",to 471,Q5.23.71, ,, ,,not relevant,,,,,,,,,,
," - acute marginal branch, ",to 471,Q1.45.58, ,, ,,not relevant,,,,,,,,,,
," - diagonal branch,",to 471,Q1.45.60, ,, ,,not relevant,,,,,,,,,,
," - first diagonal branch,",to 471,Q5.23.64, ,, ,,not relevant,,,,,,,,,,
," - second diagonal branch,",to 471,Q5.23.65, ,, ,,not relevant,,,,,,,,,,
," - third diagonal branch,",to 471,Q5.23.77, ,, ,,not relevant,,,,,,,,,,
," - inferior interventricular (posterior descending) branch,",to 471,Q1.45.61, ,, ,,not relevant,,,,,,,,,,
," - right inferior interventricular (posterior descending) branch,",to 471,Q5.23.75, ,, ,,not relevant,,,,,,,,,,
," - anterior interventricular (left anterior descending) branch,",to 471,Q5.23.72, ,, ,,not relevant,,,,,,,,,,
, - ramus intermedius branch,to 471,Q5.23.67, ,, ,,not relevant,,,,,,,,,,
," - anterior interventricular (left anterior descending) septal perforator branch,",to 471,Q5.23.66, ,, ,,not relevant,,,,,,,,,,
," - extended left ventricular branch,   ",to 471,Q5.23.76,,,,,not relevant,,,,,,,,,,
," - sinus node artery,",to 471,Q1.45.41, ,, ,,not relevant,,,,,,,,,,
," - atrioventricular nodal artery,",to 471,Q1.46.56,,,,,not relevant,,,,,,,,,,
," - conus artery,",to 471,Q1.45.42, ,, ,,not relevant,,,,,,,,,,
," - multiple coronary arteries,",to 471,Q1.45.92, ,, ,,not relevant,,,,,,,,,,
," - aberrant coronary artery,",to 471,Q1.46.57,,,,,not relevant,,,,,,,,,,
," - coronary artery (DESCRIBE),     ",to 471,Q1.45.59, ,, ,,not relevant,,,,,,,,,,
," - unspecified coronary artery,",to 471,Q1.46.81,,,,,not relevant,,,,,,,,,,
,no entry,to 471,not relevant,,,,,,,,,,,,,,,
, , ,, ,,,,,,,,,,,,,,
468 @ ,Coronary arterial origin from sinus or commissure - qualifiers,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
," - coronary arterial origin from left coronary sinus,",to 1,Q1.45.71 , ,, ,,not relevant,,,,,,,,,,
," - coronary arterial origin from right coronary sinus,",to 1,Q1.45.72 , ,, ,,not relevant,,,,,,,,,,
," - coronary arterial origin from non-coronary sinus,",to 1,Q1.45.73 , ,, ,,not relevant,,,,,,,,,,
," - coronary arterial origin from sinus 1 (right hand) pulmonary sinus,",to 1,Q1.45.74 , ,, ,,not relevant,,,,,,,,,,
," - coronary arterial origin from sinus 2 (left hand) pulmonary sinus,",to 1,Q1.45.75 , ,, ,,not relevant,,,,,,,,,,
," - coronary arterial origin from non-facing pulmonary sinus, ",to 1,Q1.45.76 , ,, ,,not relevant,,,,,,,,,,
," - coronary arterial origin from commissure between sinus 1 & non-facing sinus, ",to 1,Q1.45.77 , ,, ,,not relevant,,,,,,,,,,
," - coronary arterial origin from commissure between sinus 2 & non-facing sinus, ",to 1,Q1.45.78 , ,, ,,not relevant,,,,,,,,,,
," - coronary arterial origin from commissure between sinus 1 & sinus 2, ",to 1,Q1.45.79 , ,, ,,not relevant,,,,,,,,,,
," - with high take off from pulmonary trunk,",to 1,Q1.45.80 , ,, ,,not relevant,,,,,,,,,,
," - with central take off from sinus,",to 1,Q1.45.81, ,, ,,not relevant,,,,,,,,,,
," - with right pericommissural take off from sinus,",to 1,Q1.45.82, ,, ,,not relevant,,,,,,,,,,
," - with left pericommissural take off from sinus,",to 1,Q1.45.83, ,, ,,not relevant,,,,,,,,,,
," - coronary arterial origin from right pulmonary artery,",to 1,Q1.45.84, ,, ,,not relevant,,,,,,,,,,
," - coronary arterial origin from left pulmonary artery,",to 1,Q1.45.85, ,, ,,not relevant,,,,,,,,,,
," - coronary arterial origin from anterior sinus,",to 1,Q1.45.86, ,, ,,not relevant,,,,,,,,,,
," - coronary arterial origin from posterior sinus,",to 1,Q1.45.87, ,, ,,not relevant,,,,,,,,,,
," - coronary arterial origin from ascending aorta,",to 1,Q1.45.88, ,, ,,not relevant,,,,,,,,,,
," - coronary arterial origin (DESCRIBE),",to 1,Q1.45.89 , ,, ,,not relevant,,,,,,,,,,
, Course of coronary arteries,to 459,not relevant,,,,,,,,,,,,,,,
,no entry,to 1,not relevant,,,,,,,,,,,,,,,
,,,,, ,,,,,,,,,,,,,
469 @,Single coronary and multiple coronary combinations: qualifiers,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
," - single coronary,",to 468,Q1.45.44, ,, ,,not relevant,,,,,,,,,,
," - anterior interventricular (left anterior descending) + circumflex (single orifice),",to 468,Q1.45.62, ,, ,,not relevant,,,,,,,,,,
," - right coronary artery + circumflex (single orifice),",to 468,Q1.45.63, ,, ,,not relevant,,,,,,,,,,
," - anterior interventricular (left anterior descending) + right coronary artery (single orifice),",to 468,Q1.45.64, ,, ,,not relevant,,,,,,,,,,
," - right coronary artery from left coronary artery (single orifice),",to 468,Q1.45.90, ,, ,,not relevant,,,,,,,,,,
," - left coronary artery from right coronary artery (single orifice),",to 468,Q1.45.91, ,, ,,not relevant,,,,,,,,,,
," - anterior interventricular (left anterior descending) + circumflex (dual orifices),",to 468,Q1.45.65, ,, ,,not relevant,,,,,,,,,,
," - right coronary artery + circumflex (dual orifices),",to 468,Q1.45.66, ,, ,,not relevant,,,,,,,,,,
," - anterior interventricular (left anterior descending) + right coronary artery (dual orifices),",to 468,Q1.45.67, ,, ,,not relevant,,,,,,,,,,
," - anterior interventricular (left anterior descending) + right coronary artery+ circumflex (single orifice),",to 468,Q1.45.68, ,, ,,not relevant,,,,,,,,,,
," - anterior interventricular (left anterior descending) + right coronary artery+ circumflex (multiple orifices),",to 468,Q1.45.93, ,, ,,not relevant,,,,,,,,,,
," - conus artery + anterior interventricular (left anterior descending) (single orifice),",to 468,Q1.45.94,,,,,not relevant,,,,,,,,,,
," - conus artery + right coronary artery (single orifice),",to 468,Q1.45.95,,,,,not relevant,,,,,,,,,,
," - conus artery + circumflex (single orifice),",to 468,Q1.45.96,,,,,not relevant,,,,,,,,,,
," - conus artery + anterior interventricular (left anterior descending) (dual orifices),",to 468,Q1.45.97,,,,,not relevant,,,,,,,,,,
," - conus artery + right coronary artery (dual orifices),",to 468,Q1.45.98,,,,,not relevant,,,,,,,,,,
," - conus artery + circumflex (dual orifices),",to 468,Q1.45.99,,,,,not relevant,,,,,,,,,,
," - sinus node artery + anterior interventricular (left anterior descending) (single orifice),",to 468,Q1.46.50,,,,,not relevant,,,,,,,,,,
," - sinus node artery + right coronary artery (single orifice),",to 468,Q1.46.51,,,,,not relevant,,,,,,,,,,
," - sinus node artery + circumflex (single orifice),",to 468,Q1.46.52,,,,,not relevant,,,,,,,,,,
," - sinus node artery + anterior interventricular (left anterior descending) (dual orifices),",to 468,Q1.46.53,,,,,not relevant,,,,,,,,,,
," - sinus node artery + right coronary artery (dual orifices),",to 468,Q1.46.54,,,,,not relevant,,,,,,,,,,
," - sinus node artery + circumflex (dual orifices),",to 468,Q1.46.55,,,,,not relevant,,,,,,,,,,
,no entry,to 468,not relevant,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
470 @,Coronary arterial stenosis or obstruction qualifiers,,,,,,,,,,,,,,,,,
,, ,,,,,,,,,,,,,,,,
," - less than 50% narrowing, ",to 467,Q1.40.90,,,,,not relevant,,,,,,,,,,
," - 51-70% narrowing,",to 467,Q1.40.91,,,,,not relevant,,,,,,,,,,
," - 50-75% narrowing,",to 467,Q1.40.98,,,,,not relevant,,,,,,,,,,
," - 71-90% narrowing,",to 467,Q1.40.92,,,,,not relevant,,,,,,,,,,
," - over 75% narrowing,",to 467,Q1.40.99,,,,,not relevant,,,,,,,,,,
," - 91-99% narrowing,",to 467,Q1.40.93,,,,,not relevant,,,,,,,,,,
," - 100% (occluded),",to 467,Q1.40.94,,,,,not relevant,,,,,,,,,,
," - diffuse,",to 467,Q1.90.13,,,,,not relevant,,,,,,,,,,
," - localised,    ",to 467,Q5.40.34,,,,,not relevant,,,,,,,,,,
," - single site,",to 467,Q1.90.14,,,,,not relevant,,,,,,,,,,
," - multiple sites,",to 467,Q1.90.15,,,,,not relevant,,,,,,,,,,
," - severity unknown,",to 467,Q1.90.12, ,, ,,not relevant,,,,,,,,,,
,no entry,,not relevant,,,,, ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
471 @,Part of target coronary artery involved in abnormality or procedure - qualifiers,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
," - proximal third,    ",to 1 ,Q5.24.51,,,,,not relevant,,,,,,,,,,
," - middle third,    ",to 1 ,Q5.24.52,,,,,not relevant  ,,,,,,,,,,
," - distal third,",to 1 ,Q5.24.53,,,,,not relevant,,,,,,,,,,
," - ostium,",to 1 ,Q5.24.54,,,,,not relevant,,,,,,,,,,
," - right coronary ostium,",to 1 ,Q5.24.55,,,,,not relevant  ,,,,,,,,,,
," - left coronary ostium,",to 1 ,Q5.24.56,,,,,not relevant,,,,,,,,,,
," - specific part of coronary artery (DESCRIBE),     ",to 1 ,Q5.24.59    ,,,,,not relevant  ,,,,,,,,,,
,no entry,to 1 ,not relevant,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
473,Coronary arterial supply to conduction system,,,,,,,,,,,,,,,,,
,,,,,, ,,,,,,,,,,,,
," Coronary arterial supply to conduction system abnormal,",to 1,09.43.30,746.8,,Q24.5,,09.42.00," Anomalous aortic origin or course of coronary artery,",,,,,,,,,
," Sinus node artery from right coronary artery,",to 1,09.43.31,746.8,,Q24.5,,09.42.00," Anomalous aortic origin or course of coronary artery,",,,,,,,,,
," Sinus node artery from circumflex artery,",to 1,09.43.32,746.8,,Q24.5,,09.42.00," Anomalous aortic origin or course of coronary artery,",,,,,,,,,
," Sinus node artery course: posterior relative to superior caval vein,",to 1,09.43.16,746.8,,Q24.5,,09.42.00," Anomalous aortic origin or course of coronary artery,",,,,,,,,,
," Sinus node artery course: anterior relative to superior caval vein,",to 1,09.43.17,746.8,,Q24.5,,09.42.00," Anomalous aortic origin or course of coronary artery,",,,,,,,,,
," Sinus node artery course: arterial ring around superior caval vein,",to 1,09.43.25,746.8,,Q24.5,,09.42.00," Anomalous aortic origin or course of coronary artery,",,,,,,,,,
," Sinus node artery arising from separate aortic sinus orifice,",to 468,09.42.19,746.8,,Q24.5,,09.42.00," Anomalous aortic origin or course of coronary artery,",,,,,,,,,
," Atrioventricular nodal artery from right coronary artery,",to 1,09.43.33,746.8,,Q24.5,,09.42.00," Anomalous aortic origin or course of coronary artery,",,,,,,,,,
," Atrioventricular nodal artery from circumflex artery extending to the crux,",to 1,09.43.34,746.8,,Q24.5,,09.42.00," Anomalous aortic origin or course of coronary artery,",,,,,,,,,
,,,,,,,,,,,,,,,,,,
, ____________________ End of branch ____________________,,,,,,,,,,,,,,,,,
,,, ,,,,,,,,,,,,,,,
475,Arterial duct (ductus arteriosus - PDA) abnormalities,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
," Arterial duct (ductus arteriosus) abnormality,",to 1,09.27.00,747.8,,Q25.8,,09.27.00," Arterial duct (ductus arteriosus) abnormality,",,,,,,,,,
," Congenital arterial duct (ductus arteriosus) anomaly,    ",to 1,09.27.05,747.8,,Q25.8,,09.27.05," Congenital arterial duct (ductus arteriosus) anomaly,    ",,,,,,,,,
," Right arterial ligament,    ",to 482,09.27.09,747.0,,Q25.0,,09.27.00," Arterial duct (ductus arteriosus) abnormality,",,,,,,,,,
