"section","section_name","go_to","ipccc_name","ipccc_code","epcc_code","epcc_name","icd_10","icd_10_additional","icd_9","icd_9_additional"
"684","Pulmonary vascular disease","to 3300","Irreversible pulmonary vascular disease due to malaligned ventricular septal defect (VSD) (Eisenmenger Complex),","10.13.93","10.13.08","Irreversible pulmonary vascular disease due to congenital heart disease (Eisenmenger Syndrome),","I27.8",,"416.8",
"684","Pulmonary vascular disease","to 1","Pulmonary vascular disease: hypertrophy of media of small muscular arteries and arterioles (Heath-Edwards Stage 1),","10.13.09","10.13.06","Pulmonary vascular disease,","I27.8",,"416.8",
"684","Pulmonary vascular disease","to 1","Pulmonary vascular disease: intimal cellular proliferation with medial hypertrophy (Heath-Edwards Stage 2),","10.13.10","10.13.06","Pulmonary vascular disease,","I27.8",,"416.8",
"684","Pulmonary vascular disease","to 1","Pulmonary vascular disease: advanced medial thickening with hypertrophy & hyperplasia including progressive intimal proliferation and concentric fibrosis (Heath-Edwards Stage 3),","10.13.11","10.13.06","Pulmonary vascular disease,","I27.8",,"416.8",
"684","Pulmonary vascular disease","to 1","Pulmonary vascular disease: 'Plexiform lesions' of muscular pulmonary arteries & arterioles (Heath & Edwards Stage 4),","10.13.12","10.13.06","Pulmonary vascular disease,","I27.8",,"416.8",
"684","Pulmonary vascular disease","to 1","Pulmonary vascular disease: complex plexiform angiomatous & cavernous lesions with hyalinization of intimal fibrosis (Heath-Edwards Stage 5),","10.13.13","10.13.06","Pulmonary vascular disease,","I27.8",,"416.8",
"684","Pulmonary vascular disease","to 1","Pulmonary vascular disease: necrotizing arteritis (Heath-Edwards stage 6),","10.13.14","10.13.06","Pulmonary vascular disease,","I27.8",,"416.8",
"684","Pulmonary vascular disease","to 1","Pulmonary vascular disease: abnormal extension muscle to small pulmonary arteries (Rabinovitch-Haworth Type A),","10.13.16","10.13.06","Pulmonary vascular disease,","I27.8",,"416.8",
"684","Pulmonary vascular disease","to 1","Pulmonary vascular disease: increased thickness medial muscular coat ((Rabinovitch-Haworth Type B),","10.13.17","10.13.06","Pulmonary vascular disease,","I27.8",,"416.8",
"684","Pulmonary vascular disease","to 1","Pulmonary vascular disease: decreased number small peripheral pulmonary arteries ((Rabinovitch-Haworth Type C),","10.13.18","10.13.06","Pulmonary vascular disease,","I27.8",,"416.8",
"684","Pulmonary vascular disease","to 1","Pulmonary vascular disease related abnormality,","10.13.15","01.01.39","Cardiac abnormality,","Q24.8",,"746.8",
"685 @","Severity of pulmonary hypertension - qualifiers","to 1","- pulmonary pressure under 1/3 systemic pressure,","Q1.13.70",,"not relevant",,,,
"685 @","Severity of pulmonary hypertension - qualifiers","to 1","- pulmonary pressure 1/3 to 2/3 of systemic pressure,","Q1.13.71",,"not relevant",,,,
"685 @","Severity of pulmonary hypertension - qualifiers","to 1","- pulmonary pressure over 2/3 to equal to systemic pressure,","Q1.13.72",,"not relevant",,,,
"685 @","Severity of pulmonary hypertension - qualifiers","to 1","- pulmonary pressure greater than systemic pressure,","Q1.13.73",,"not relevant",,,,
"685 @","Severity of pulmonary hypertension - qualifiers","to 1","- severity of pulmonary hypertension (DESCRIBE),","Q1.13.79",,"not relevant",,,,
"685 @","Severity of pulmonary hypertension - qualifiers","to 1","no entry","not relevant",,,,,,
"686","Pulmonary embolus and thromboembolic disease","to 353","Pulmonary arterial tree thrombosis,","09.12.01","10.13.51","Pulmonary embolism,","I26.9",,"415.1",
"686","Pulmonary embolus and thromboembolic disease","to 353","Pulmonary embolism,","10.13.51","10.13.51","Pulmonary embolism,","I26.9",,"415.1",
"686","Pulmonary embolus and thromboembolic disease","to 353","Right pulmonary artery embolism,","10.13.52","10.13.51","Pulmonary embolism,","I26.9",,"415.1",
"686","Pulmonary embolus and thromboembolic disease","to 353","Left pulmonary artery embolism,","10.13.53","10.13.51","Pulmonary embolism,","I26.9",,"415.1",
"686","Pulmonary embolus and thromboembolic disease","to 353","Pulmonary arterial tree embolus - discrete,","09.12.02","10.13.51","Pulmonary embolism,","I26.9",,"415.1",
"686","Pulmonary embolus and thromboembolic disease","to 353","Pulmonary arterial tree embolus - massive,","09.12.03","10.13.51","Pulmonary embolism,","I26.9",,"415.1",
"686","Pulmonary embolus and thromboembolic disease","to 353","Pulmonary arterial tree embolus - distal,","09.12.04","10.13.51","Pulmonary embolism,","I26.9",,"415.1",
"686","Pulmonary embolus and thromboembolic disease","to 353","Pulmonary arterial tree embolus - proximal,","09.12.05","10.13.51","Pulmonary embolism,","I26.9",,"415.1",
"686","Pulmonary embolus and thromboembolic disease","to 685","Chronic thromboembolic disease,","10.30.51","10.13.51","Pulmonary embolism,","I26.9",,"415.1",
"686","Pulmonary embolus and thromboembolic disease","to 685","Chronic thromboembolic disease - thrombus,","10.30.52","10.13.51","Pulmonary embolism,","I26.9",,"415.1",
"686","Pulmonary embolus and thromboembolic disease","to 685","Chronic thromboembolic disease - tumour,","10.30.53","10.13.51","Pulmonary embolism,","I26.9","D48.9","415.1","239.9"
"686","Pulmonary embolus and thromboembolic disease","to 685","Chronic thromboembolic disease - parasite,","10.30.54","10.13.51","Pulmonary embolism,","I26.9","B89","415.1","136.9"
"686","Pulmonary embolus and thromboembolic disease","to 685","Chronic thromboembolic disease - foreign material,","10.30.55","10.13.51","Pulmonary embolism,","I26.9",,"415.1",
"686","Pulmonary embolus and thromboembolic disease","to 685","Chronic thromboembolic disease - sickle cell disease,","10.30.56","10.13.51","Pulmonary embolism,","I26.9","D57.1","415.1","282.60000000000002"
"686","Pulmonary embolus and thromboembolic disease","to 685","Chronic thromboembolic disease related abnormality,","10.30.59","01.01.39","Cardiac abnormality,","Q24.8",,"746.8",
"687","Pulmonary oedema","to 1","Pulmonary oedema,","10.30.30","10.30.30","Pulmonary oedema,","J81",,"514",
"687","Pulmonary oedema","to 1","Pulmonary oedema: acute,","10.30.31","10.30.30","Pulmonary oedema,","J81",,"514",
"687","Pulmonary oedema","to 1","Pulmonary oedema due to increased pulmonary capillary pressure,","10.30.32","10.30.30","Pulmonary oedema,","I50.1",,"428.1",
"687","Pulmonary oedema","to 1","Pulmonary oedema due to increased pulmonary capillary pressure: left ventricular failure,","10.30.33","10.30.30","Pulmonary oedema,","I50.1",,"428.1",
"687","Pulmonary oedema","to 1","Pulmonary oedema due to increased pulmonary capillary pressure: left ventricular inflow obstruction,","10.30.34","10.30.30","Pulmonary oedema,","I50.1",,"428.1",
"687","Pulmonary oedema","to 1","Pulmonary oedema due to increased pulmonary capillary pressure: obstructed pulmonary venous return,","10.30.35","10.30.30","Pulmonary oedema,","I50.1",,"428.1",
"687","Pulmonary oedema","to 1","Pulmonary oedema following rapid reexpansion of pneumothorax (increased negative interstitial pressure),","10.30.36","10.30.30","Pulmonary oedema,","J81",,"514",
"687","Pulmonary oedema","to 1","Pulmonary oedema due alveolar-capillary barrier damage (acute respiratory distress syndrome),","10.30.37","10.30.30","Pulmonary oedema,","J81",,"514",
"687","Pulmonary oedema","to 1","Pulmonary oedema due lymphatic insufficiency,","10.30.38","10.30.30","Pulmonary oedema,","J81",,"514",
"687","Pulmonary oedema","to 1","High altitude pulmonary oedema,","10.30.39","10.30.30","Pulmonary oedema,","J81","T70.2","514",
"687","Pulmonary oedema","to 1","Pulmonary oedema: after cardiopulmonary bypass,","10.30.40","10.30.30","Pulmonary oedema,","J81","Y83.8","514","E878.8"
"687","Pulmonary oedema","to 1","Pulmonary oedema: postprocedural,","15.80.47","10.30.30","Pulmonary oedema,","J81","Y83.8","514","E878.8"
"689","Acquired aortopulmonary window and complications","to 2125","Postprocedural aortopulmonary window complications","not relevant",,,,,,
"689","Acquired aortopulmonary window and complications","to 1","Aortopulmonary window - acquired,","10.20.80","10.14.70","Acquired abnormality of aorta,","I51.0",,"745",
"689","Acquired aortopulmonary window and complications","to 966","Residual aortopulmonary window,","15.36.10","15.36.01","Postprocedural ascending aorta complication,","Q21.4","Y83.8","745","E878.8"
"689","Acquired aortopulmonary window and complications","to 966","Recurrent aortopulmonary window,","15.36.12","15.36.01","Postprocedural ascending aorta complication,","Q21.4","Y83.8","745","E878.8"
"689","Acquired aortopulmonary window and complications","to 966","Aortopulmonary window - acquired: surgical,","10.20.86","15.36.01","Postprocedural ascending aorta complication,","Q21.4","Y83.8","745","E878.8"
"689","Acquired aortopulmonary window and complications","to 966","Aortopulmonary window - acquired: surgical intentional (central shunt),","10.20.81","10.14.70","Acquired abnormality of aorta,","I51.0","Y83.8","745","E878.8"
"689","Acquired aortopulmonary window and complications","to 966","Aortopulmonary window - acquired: surgical inadvertent,","10.20.82","15.36.01","Postprocedural ascending aorta complication,","I51.0","Y83.8","745","E878.8"
"689","Acquired aortopulmonary window and complications","to 966","Aortopulmonary window - acquired: iatrogenic postcatheter,","10.20.83","15.36.01","Postprocedural ascending aorta complication,","I51.0","Y84.0","745","E879.0"
"689","Acquired aortopulmonary window and complications","to 966","Aortopulmonary window - acquired: traumatic,","10.20.84","10.90.01","Traumatic injury of heart,","S26.8",,"861",
"689","Acquired aortopulmonary window and complications","to 1","Infective endarteritis at site of aortopulmonary window,","10.20.85","10.06.01","Infective endocarditis,","I33.0",,"421.9",
"689","Acquired aortopulmonary window and complications","to 975","Characteristics of pulmonary-systemic blood flow (including Qp:Qs) - qualifiers","not relevant",,,,,,
"690","Acquired aortic & systemic arterial abnormalities","to 691","Systemic hypertension","not relevant",,,,,,
"690","Acquired aortic & systemic arterial abnormalities","to 1908","Postprocedural aortic bleeding complications","not relevant",,,,,,
"690","Acquired aortic & systemic arterial abnormalities","to 2150","Postprocedural infection/thrombosis/laceration/perforation/rupture of aorta","not relevant",,,,,,
"690","Acquired aortic & systemic arterial abnormalities","to 2120","Postprocedural aortic complications & sequelae","not relevant",,,,,,
"690","Acquired aortic & systemic arterial abnormalities","to 693","Aortic dilation, aneurysms, rupture and dissection","not relevant",,,,,,
"690","Acquired aortic & systemic arterial abnormalities","to 694","Acquired arterial duct (PDA) abnormalities","not relevant",,,,,,
"690","Acquired aortic & systemic arterial abnormalities","to 695","Acquired systemic-to-pulmonary arterial abnormalities","not relevant",,,,,,
"690","Acquired aortic & systemic arterial abnormalities","to 696","Acquired abnormalities at aortic coarctation site","not relevant",,,,,,
"690","Acquired aortic & systemic arterial abnormalities","to 383","Acquired aortoventricular tunnel","not relevant",,,,,,
"690","Acquired aortic & systemic arterial abnormalities","to 700","Acquired systemic and peripheral arterial disease","not relevant",,,,,,
"690","Acquired aortic & systemic arterial abnormalities","to 699","Acquired abnormality of aorta,","10.14.70","10.14.70","Acquired abnormality of aorta,","I77.8",,"447.8",
"690","Acquired aortic & systemic arterial abnormalities","to 699","Aortic obstruction: acquired,","10.25.09","10.14.70","Acquired abnormality of aorta,","I77.8",,"447.8",
"690","Acquired aortic & systemic arterial abnormalities","to 699","Aortic thrombosis with complete luminal obstruction,","10.77.01","10.14.70","Acquired abnormality of aorta,","I74.1",,"444.1",
"690","Acquired aortic & systemic arterial abnormalities","to 699","Thrombus in aorta,","10.77.02","10.14.70","Acquired abnormality of aorta,","I74.1",,"444.1",
"690","Acquired aortic & systemic arterial abnormalities","to 699","Acquired complete luminal obstruction of aorta,","10.77.03","10.14.70","Acquired abnormality of aorta,","I74.1",,"444.1",
"690","Acquired aortic & systemic arterial abnormalities","to 699","Acquired atresia of aorta,","10.77.04","10.14.70","Acquired abnormality of aorta,","I74.1",,"444.1",
"690","Acquired aortic & systemic arterial abnormalities","to 960","Acquired supravalvar aortic stenosis,","10.14.77","10.14.77","Acquired supravalvar aortic stenosis,","I77.1",,"447.1",
"690","Acquired aortic & systemic arterial abnormalities","to 690","Recurrent ascending aorta stenosis,","10.14.71","10.14.77","Acquired supravalvar aortic stenosis,","I77.1",,"447.1",
"690","Acquired aortic & systemic arterial abnormalities","to 1","Recurrent leak from repaired aortic sinus of Valsalva ruptured aneurysm,","10.14.73","15.36.01","Postprocedural ascending aorta complication,","I71.9",,"441.5",
"690","Acquired aortic & systemic arterial abnormalities","to 1","Paradoxical arterial embolus,","10.14.74","10.14.74","Paradoxical arterial embolus,","I74.9",,"444.9",
"690","Acquired aortic & systemic arterial abnormalities","to 1","Calcification of aorta,","10.25.00","10.14.70","Acquired abnormality of aorta,","I70.0",,"440",
"690","Acquired aortic & systemic arterial abnormalities","to 1","Calcification of ascending aorta,","10.25.05","10.14.70","Acquired abnormality of aorta,","I70.0",,"440",
"690","Acquired aortic & systemic arterial abnormalities","to 1","Calcification of aortic arch,","10.25.08","10.14.70","Acquired abnormality of aorta,","I70.0",,"440",
"690","Acquired aortic & systemic arterial abnormalities","to 1","Calcification of descending aorta,","10.25.06","10.14.70","Acquired abnormality of aorta,","I70.0",,"440",
"690","Acquired aortic & systemic arterial abnormalities","to 1","Calcification of abdominal aorta,","10.25.07","10.14.70","Acquired abnormality of aorta,","I70.0",,"440",
"690","Acquired aortic & systemic arterial abnormalities","to 699","Calcification of aorta: porcelain aorta,","10.25.21","10.14.70","Acquired abnormality of aorta,","I70.0",,"440",
